billboard_id,track_id,Track Name,Artist Name(s),Release Date,Duration (ms),Explicit,Genres,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2020-01-001,0bYg9bo50gSsH3LtXe2SQn,all i want for christmas is you,mariah carey,1994-10-28,241562,false,christmas,0.336,0.627,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4
2020-01-002,2EjXfH91m7f8HiJN1yQg97,rockin' around the christmas tree,brenda lee,1964-10-19,126266,false,christmas,0.598,0.47,-8.744,1,0.0496,0.617,0,0.505,0.879,67.086,4
2020-01-003,7vQbuQcyTflfCIOu3Uzzya,jingle bell rock,bobby helms,1957-12-02,130973,false,christmas,0.754,0.424,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,4
2020-01-004,77khP2fIVhSW23NwxrRluh,a holly jolly christmas,burl ives,1965-10-01,135533,false,christmas,0.682,0.375,-13.056,1,0.0303,0.579,0,0.076,0.888,140.453,4
2020-01-005,21jGcNKet2qwijlDFuPiPb,circles,post malone,2019-09-06,215280,false,,0.695,0.763,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,4
2020-01-006,696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,2019-10-10,163636,true,,0.621,0.601,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,5
2020-01-008,7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,2019-05-17,182160,false,soft pop,0.501,0.405,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
2020-01-009,2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,2019-09-20,189486,false,pop,0.764,0.32,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,4
2020-01-010,3Yh9lZcWyKrK9GjbhuS0hR,good as hell,lizzo,2016-03-09,159735,false,,0.682,0.919,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,4
2020-01-011,2FRnf9qhLbvw8fu4IBXx78,last christmas,wham!,1984-11-29,262960,false,christmas,0.735,0.478,-12.472,1,0.0293,0.189,0.00000248,0.355,0.947,107.682,4
2020-01-013,0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,2019-12-06,196652,true,melodic rap,0.896,0.586,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,4
