billboard_id,artists,track_name
2017-01-008,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know
2017-01-009,Machine Gun Kelly x Camila Cabello,Bad Things
2017-01-011,Amine,Caroline
2017-01-013,Migos Featuring Lil Uzi Vert,Bad And Boujee
2017-01-015,D.R.A.M. Featuring Lil Yachty,Broccoli
2017-01-018,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker)
2017-01-019,Young M.A,OOOUUU
2017-01-022,Sia Featuring Kendrick Lamar,The Greatest
2017-01-023,Pentatonix,Hallelujah
2017-01-030,Martin Garrix & Bebe Rexha,In The Name Of Love
2017-01-031,gnash Featuring Olivia O'Brien,I Hate U I Love U
2017-01-032,Justin Timberlake,Can't Stop The Feeling!
2017-01-033,Keith Urban,Blue Ain't Your Color
2017-01-035,J. Cole,Deja Vu
2017-01-036,Sia Featuring Sean Paul,Cheap Thrills
2017-01-037,Niall Horan,This Town
2017-01-039,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill
2017-01-040,John Legend,Love Me Now
2017-01-041,Gucci Mane Featuring Drake,Both
2017-01-043,21 Savage & Metro Boomin Featuring Future,X
2017-01-044,Jose Feliciano,Feliz Navidad
2017-01-045,Pentatonix,"Mary, Did You Know?"
2017-01-047,Nat King Cole,The Christmas Song (Merry Christmas To You)
2017-01-048,Andy Williams,It's The Most Wonderful Time Of The Year
2017-01-049,The Weeknd,Party Monster
2017-01-052,Lil Uzi Vert,You Was Right
2017-01-053,21 Savage & Metro Boomin,No Heart
2017-01-054,J. Cole,Neighbors
2017-01-055,Future Featuring Drake,Used To This
2017-01-056,Auli'i Cravalho,How Far I'll Go
2017-01-057,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind
2017-01-058,Chris Brown Featuring Usher & Gucci Mane,Party
2017-01-059,J. Cole,Immortal
2017-01-060,Florida Georgia Line Featuring Tim McGraw,May We All
2017-01-062,Brett Eldredge,Wanna Be That Song
2017-01-063,DJ ESCO Featuring Future & Lil Uzi Vert,Too Much Sauce
2017-01-064,Little Big Town,Better Man
2017-01-065,Shakira Featuring Maluma,Chantaje
2017-01-066,Carrie Underwood,Dirty Laundry
2017-01-067,Lil Yachty,1 Night
2017-01-069,Drake Featuring 21 Savage,Sneakin'
2017-01-070,Lady Gaga,Million Reasons
2017-01-071,Blake Shelton,A Guy With A Girl
2017-01-072,Steve Aoki & Louis Tomlinson,Just Hold On
2017-01-073,Old Dominion,Song For Another Time
2017-01-074,Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone
2017-01-075,Noah Cyrus Featuring Labrinth,Make Me (Cry)
2017-01-076,Thomas Rhett,Star Of The Show
2017-01-077,Fitz And The Tantrums,HandClap
2017-01-078,Tim McGraw,How I'll Always Be
2017-01-079,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye
2017-01-080,Marshmello,Alone
2017-01-081,Alessia Cara,How Far I'll Go
2017-01-082,The Chainsmokers Featuring Phoebe Ryan,All We Know
2017-01-083,J. Cole,Change
2017-01-084,Jon Pardi,Dirt On My Boots
2017-01-085,PnB Rock,Selfish
2017-01-086,Dwayne Johnson,You're Welcome
2017-01-087,Andy Grammer,Fresh Eyes
2017-01-088,Brett Young,Sleep Without You
2017-01-089,J. Cole,She's Mine Pt. 1
2017-01-090,J. Cole,Ville Mentality
2017-01-091,DJ Luke Nasty,OTW
2017-01-092,21 Savage,Red Opps
2017-01-093,J. Cole,For Whom The Bell Tolls
2017-01-094,The Weeknd,Six Feet Under
2017-01-095,The Weeknd,Reminder
2017-01-096,Train,Play That Song
2017-01-097,The Weeknd Featuring Kendrick Lamar,Sidewalks
2017-01-098,J. Cole,Foldin Clothes
2017-01-100,Bruno Mars,Versace On The Floor
2017-02-001,Migos Featuring Lil Uzi Vert,Bad And Boujee
2017-02-006,Machine Gun Kelly x Camila Cabello,Bad Things
2017-02-008,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker)
2017-02-009,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know
2017-02-014,Amine,Caroline
2017-02-021,D.R.A.M. Featuring Lil Yachty,Broccoli
2017-02-024,Justin Timberlake,Can't Stop The Feeling!
2017-02-027,Sia Featuring Sean Paul,Cheap Thrills
2017-02-029,Niall Horan,This Town
2017-02-031,John Legend,Love Me Now
2017-02-032,KYLE Featuring Lil Yachty,iSpy
2017-02-035,Keith Urban,Blue Ain't Your Color
2017-02-036,The Weeknd,Party Monster
2017-02-037,21 Savage & Metro Boomin Featuring Future,X
2017-02-038,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye
2017-02-039,Sia Featuring Kendrick Lamar,The Greatest
2017-02-040,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill
2017-02-041,Little Big Town,Better Man
2017-02-044,Gucci Mane Featuring Drake,Both
2017-02-045,Chris Brown Featuring Usher & Gucci Mane,Party
2017-02-046,Lil Uzi Vert,You Was Right
2017-02-047,Martin Garrix & Bebe Rexha,In The Name Of Love
2017-02-048,J. Cole,Deja Vu
2017-02-049,Future Featuring Drake,Used To This
2017-02-050,21 Savage & Metro Boomin,No Heart
2017-02-051,Blake Shelton,A Guy With A Girl
2017-02-052,Shakira Featuring Maluma,Chantaje
2017-02-053,Bebe Rexha,I Got You
2017-02-054,Fitz And The Tantrums,HandClap
2017-02-055,Thomas Rhett,Star Of The Show
