billboard_id,artists,track_name
2019-01-005,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse)
2019-01-011,Nat King Cole,The Christmas Song (Merry Christmas To You)
2019-01-012,Lil Baby & Gunna,Drip Too Hard
2019-01-013,Andy Williams,It's The Most Wonderful Time Of The Year
2019-01-014,Maroon 5 Featuring Cardi B,Girls Like You
2019-01-015,Kodak Black Featuring Travis Scott & Offset,ZEZE
2019-01-016,Gene Autry,Rudolph The Red-Nosed Reindeer
2019-01-020,Dean Martin,"Let It Snow, Let It Snow, Let It Snow"
2019-01-021,"benny blanco, Halsey & Khalid",Eastside
2019-01-026,The Ronettes,Sleigh Ride
2019-01-028,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane)
2019-01-029,Jose Feliciano,Feliz Navidad
2019-01-030,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki
2019-01-032,Perry Como With Mitchell Ayers And His Orchestra,(There's No Place Like) Home For The Holidays (1959)
2019-01-034,Bing Crosby,White Christmas
2019-01-035,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas
2019-01-036,Meek Mill Featuring Drake,Going Bad
2019-01-040,Elvis Presley,Blue Christmas
2019-01-042,John & Yoko/The Plastic Ono Band With The Harlem Community Choir,Happy Xmas (War Is Over)
2019-01-043,Darlene Love,Christmas (Baby Please Come Home)
2019-01-044,Kelly Clarkson,Underneath The Tree
2019-01-045,Chuck Berry,Run Rudolph Run
2019-01-049,Frank Sinatra,Jingle Bells
2019-01-050,Bazzi Featuring Camila Cabello,Beautiful
2019-01-052,Lady Gaga & Bradley Cooper,Shallow
2019-01-053,Katy Perry,Cozy Little Christmas
2019-01-054,Luke Combs,She Got The Best Of Me 
2019-01-055,Lauren Daigle,The Christmas Song
2019-01-056,Lil Wayne,Uproar
2019-01-057,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin
2019-01-058,21 Savage,Can't Leave Without It
2019-01-060,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me
2019-01-061,Jimmie Allen,Best Shot
2019-01-062,Meek Mill Featuring Jeremih & PnB Rock,Dangerous
2019-01-064,Mitchell Tenpenny,Drunk Me
2019-01-065,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender
2019-01-067,21 Savage,All My Friends
2019-01-068,XXXTENTACION,BAD!
2019-01-069,Pardison Fontaine Featuring Cardi B,Backin' It Up
2019-01-070,21 Savage,Break Da Law
2019-01-071,Ariana Grande,Imagine
2019-01-072,Tory Lanez & Rich The Kid,Talk To Me
2019-01-073,21 Savage,Monster
2019-01-074,Kodak Black,Calling My Spirit
2019-01-075,Camila Cabello,Consequences
2019-01-076,Juice WRLD,Armed And Dangerous
2019-01-077,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You
2019-01-078,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart
2019-01-079,Thomas Rhett,Sixteen
2019-01-080,Dierks Bentley Featuring Brothers Osborne,Burning Man
2019-01-084,The Chainsmokers Featuring Kelsea Ballerini,This Feeling
2019-01-085,Jacquees,You
2019-01-086,21 Savage,1.5
2019-01-087,Jason Aldean,Girl Like You
2019-01-088,21 Savage,Out For The Night
2019-01-089,Dustin Lynch,Good Girl
2019-01-090,French Montana Featuring Drake,No Stylist
2019-01-091,Billie Eilish & Khalid,Lovely
2019-01-092,Anuel AA & Romeo Santos,Ella Quiere Beber
2019-01-093,21 Savage,Gun Smoke
2019-01-094,A Boogie Wit da Hoodie Featuring Juice WRLD,Demons And Angels
2019-01-095,21 Savage,ASMR
2019-01-096,Kip Moore,Last Shot
2019-01-097,Future & Juice WRLD,Fine China
2019-01-099,Shawn Mendes X Zedd,Lost In Japan
2019-01-100,Scotty McCreery,This Is It
2019-02-003,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse)
2019-02-009,Maroon 5 Featuring Cardi B,Girls Like You
2019-02-010,Lil Baby & Gunna,Drip Too Hard
2019-02-011,"benny blanco, Halsey & Khalid",Eastside
2019-02-012,Kodak Black Featuring Travis Scott & Offset,ZEZE
2019-02-014,Meek Mill Featuring Drake,Going Bad
2019-02-018,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki
2019-02-024,Lady Gaga & Bradley Cooper,Shallow
2019-02-027,Bazzi Featuring Camila Cabello,Beautiful
2019-02-028,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me
2019-02-029,City Girls Featuring Cardi B,Twerk
2019-02-033,Gesaffelstein & The Weeknd,Lost In The Fire
2019-02-038,Logic,Keanu Reeves
2019-02-040,Pardison Fontaine Featuring Cardi B,Backin' It Up
2019-02-041,Sam Smith & Normani,Dancing With A Stranger
2019-02-043,Future,Crushed Up
2019-02-046,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin
2019-02-047,Future Featuring Travis Scott,First Off
2019-02-048,Dierks Bentley Featuring Brothers Osborne,Burning Man
2019-02-049,Thomas Rhett,Sixteen
2019-02-051,Jason Aldean,Girl Like You
2019-02-053,Scotty McCreery,This Is It
2019-02-054,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart
2019-02-055,Chris Brown,Undecided
2019-02-056,The Chainsmokers Featuring Kelsea Ballerini,This Feeling
2019-02-057,Future,Jumpin On A Jet
2019-02-058,Dustin Lynch,Good Girl
2019-02-059,Lil Wayne,Uproar
2019-02-060,Jimmie Allen,Best Shot
2019-02-061,Anuel AA & Romeo Santos,Ella Quiere Beber
2019-02-062,Kodak Black,Calling My Spirit
2019-02-063,Juice WRLD,Armed And Dangerous
2019-02-064,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You
2019-02-065,Future,Never Stop
2019-02-067,Jacquees,You
2019-02-068,Anuel AA & Karol G,Secreto
2019-02-069,French Montana Featuring Drake,No Stylist
