billboard_id,artists,track_name
2021-01-005,Andy Williams,It's The Most Wonderful Time Of The Year
2021-01-006,Jose Feliciano,Feliz Navidad
2021-01-007,24kGoldn Featuring iann dior,Mood
2021-01-008,Dean Martin,"Let It Snow, Let It Snow, Let It Snow"
2021-01-010,Chuck Berry,Run Rudolph Run
2021-01-011,Nat King Cole,The Christmas Song (Merry Christmas To You)
2021-01-012,Kelly Clarkson,Underneath The Tree
2021-01-013,The Ronettes,Sleigh Ride
2021-01-015,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas
2021-01-016,Gene Autry,Rudolph The Red-Nosed Reindeer
2021-01-017,Ariana Grande,Santa Tell Me
2021-01-018,Andy Williams,Happy Holiday / The Holiday Season
2021-01-019,Darlene Love,Christmas (Baby Please Come Home)
2021-01-020,Bing Crosby,White Christmas
2021-01-021,Justin Bieber Featuring Chance The Rapper,Holy
2021-01-022,Perry Como With Mitchell Ayers And His Orchestra,(There's No Place Like) Home For The Holidays (1959)
2021-01-023,Michael Buble,It's Beginning To Look A Lot Like Christmas
2021-01-025,Drake Featuring Lil Durk,Laugh Now Cry Later
2021-01-026,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane)
2021-01-028,Paul McCartney,Wonderful Christmastime
2021-01-029,Pop Smoke Featuring Lil Baby & DaBaby,For The Night
2021-01-032,Thurl Ravenscroft,"You're A Mean One, Mr. Grinch"
2021-01-033,Elvis Presley,Blue Christmas
2021-01-034,Bad Bunny & Jhay Cortez,Dakiti
2021-01-036,Bing Crosby & The Andrews Sisters,Mele Kalikimaka (Merry Christmas)
2021-01-039,Donny Hathaway,This Christmas
2021-01-040,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35
2021-01-043,Nat King Cole,Deck The Halls
2021-01-045,Eagles,Please Come Home For Christmas
2021-01-046,Jackson 5,Santa Claus Is Comin' To Town
2021-01-047,The Beach Boys,Little Saint Nick
2021-01-048,Dan + Shay,Take Me Home For Christmas
2021-01-049,Michael Buble,Have Yourself A Merry Little Christmas
2021-01-050,Bing Crosby,I'll Be Home For Christmas
2021-01-053,Justin Bieber & benny blanco,Lonely
2021-01-054,Carrie Underwood & John Legend,Hallelujah
2021-01-055,Cardi B Featuring Megan Thee Stallion,WAP
2021-01-056,Lil Nas X,Holiday
2021-01-059,Ed Sheeran,Afterglow
2021-01-060,Eminem,Gnat
2021-01-061,Justin Bieber,Rockin' Around The Christmas Tree
2021-01-062,Carrie Underwood,Favorite Time Of Year
2021-01-063,Maluma & The Weeknd,Hawai
2021-01-064,Shawn Mendes & Justin Bieber,Monster
2021-01-065,Sam Smith,Diamonds
2021-01-067,Megan Thee Stallion Featuring DaBaby,Cry Baby
2021-01-068,Tate McRae,You Broke Me First.
2021-01-069,Machine Gun Kelly X blackbear,My Ex's Best Friend
2021-01-071,Chris Lane,"Big, Big Plans"
2021-01-072,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now
2021-01-075,Kelly Clarkson & Brett Eldredge,Under The Mistletoe
2021-01-076,Jack Harlow,Tyler Herro
2021-01-077,Taylor Swift,Champagne Problems
2021-01-078,Gabby Barrett,The First Noel
2021-01-079,Russell Dickerson,Love You Like I Used To
2021-01-080,Lady A,Champagne Night
2021-01-081,Miley Cyrus Featuring Dua Lipa,Prisoner
2021-01-083,Morgan Wallen,7 Summers
2021-01-084,Popp Hunna,Adderall (Corvette Corvette)
2021-01-085,Yung Bleu Featuring Drake,You're Mines Still
2021-01-086,Kid Cudi,Tequila Shots
2021-01-087,Saweetie Featuring Jhene Aiko,Back To The Streets
2021-01-088,Karol G,Bichota
2021-01-089,Jack Harlow Featuring Big Sean,Way Out
2021-01-090,SZA Featuring Ty Dolla $ign,Hit Different
2021-01-091,Taylor Swift,'Tis The Damn Season
2021-01-092,H.E.R.,Damage
2021-01-093,Lil Durk,Backdoor
2021-01-094,Carrie Underwood,Silent Night
2021-01-095,Harry Styles,Golden
2021-01-096,Kelsea Ballerini,Hole In The Bottle
2021-01-097,Taylor Swift Featuring HAIM,"No Body, No Crime"
2021-01-098,DDG,Moonwalking In Calabasas
2021-01-099,King Von,Took Her To The O
2021-02-002,24kGoldn Featuring iann dior,Mood
2021-02-004,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35
2021-02-008,Justin Bieber Featuring Chance The Rapper,Holy
2021-02-011,Pop Smoke Featuring Lil Baby & DaBaby,For The Night
2021-02-013,Justin Bieber & benny blanco,Lonely
2021-02-014,The Weeknd & Ariana Grande,Save Your Tears
2021-02-020,Bad Bunny & Jhay Cortez,Dakiti
2021-02-022,Drake Featuring Lil Durk,Laugh Now Cry Later
2021-02-023,Morgan Wallen,7 Summers
2021-02-027,Tate McRae,You Broke Me First.
2021-02-032,Yung Bleu Featuring Drake,You're Mines Still
2021-02-034,Machine Gun Kelly X blackbear,My Ex's Best Friend
2021-02-039,Ed Sheeran,Afterglow
2021-02-040,Pooh Shiesty Featuring Lil Durk,Back In Blood
2021-02-041,DaBaby Featuring Roddy Ricch,Rockstar
2021-02-042,Kelsea Ballerini,Hole In The Bottle
2021-02-043,Morgan Wallen,Somebody's Problem
2021-02-045,Saweetie Featuring Doja Cat,Best Friend
2021-02-048,Sabrina Carpenter,Skin
2021-02-049,Sam Smith,Diamonds
2021-02-050,Kenny Chesney,Happy Does
2021-02-052,H.E.R.,Damage
2021-02-053,Darius Rucker,Beers And Sunshine
2021-02-054,Megan Thee Stallion Featuring DaBaby,Cry Baby
2021-02-057,Juice WRLD & Young Thug,Bad Boy
2021-02-058,Luke Bryan,Down To One
2021-02-059,Thomas Rhett,What's Your Country Song
2021-02-060,SpotemGottem Featuring Pooh Shiesty Or DaBaby,Beat Box
2021-02-061,Saweetie Featuring Jhene Aiko,Back To The Streets
2021-02-062,Billie Eilish & ROSALIA,Lo Vas A Olvidar
2021-02-063,Jack Harlow,Tyler Herro
2021-02-065,Harry Styles,Golden
2021-02-067,Erica Banks,Buss It
2021-02-068,Florida Georgia Line,Long Live
2021-02-069,All Time Low Featuring Demi Lovato & blackbear ,Monsters
