billboard_id,artists,track_name
2025-03-020,Post Malone Featuring Morgan Wallen,I Had Some Help
2025-03-021,PARTYNEXTDOOR & Drake & Yebba,DIE TRYING
2025-03-024,The Weeknd & Playboi Carti,Timeless
2025-03-026,PARTYNEXTDOOR & Drake,Something About You
2025-03-027,Sabrina Carpenter,Busy Woman
2025-03-029,PARTYNEXTDOOR & Drake,Moth Balls
2025-03-031,PARTYNEXTDOOR,Deeper
2025-03-035,PARTYNEXTDOOR & Drake,Spider-Man Superman
2025-03-037,Drake,Crying In Chanel
2025-03-038,Kendrick Lamar Featuring AzChike,Peekaboo
2025-03-040,Drake,Small Town Fame
2025-03-043,Drake,Raining In Houston
2025-03-045,Pimmie &  PARTYNEXTDOOR & Drake,PIMMIE'S DILEMMA
2025-03-046,Koe Wetzel & Jessie Murph,High Road
2025-03-047,Drake,Brian Steel
2025-03-052,"Tyler, The Creator feat. GloRilla, Sexyy Red & Lil Wayne",Sticky
2025-03-056,GloRilla & Sexyy Red,Whatchu Kno About Me
2025-03-059,GELO,Tweaker
2025-03-060,PARTYNEXTDOOR & Drake,Lasers
2025-03-063,PARTYNEXTDOOR & Drake & Chino Pacas,Meet Your Padre
2025-03-065,Sam Barber Featuring Avery Anna,Indigo
2025-03-066,PARTYNEXTDOOR & Drake,Celibacy
2025-03-067,Sabrina Carpenter,15 Minutes
2025-03-068,Lainey Wilson,4x4xU
2025-03-070,PARTYNEXTDOOR & Drake,Greedy
2025-03-071,Sexyy Red & Bruno Mars,Fat Juicy & Wet
2025-03-073,PARTYNEXTDOOR & Drake,When He's Gone
2025-03-074,PARTYNEXTDOOR & Drake,OMW
2025-03-076,"Tyler, the Creator Featuring Lola Young",Like Him
2025-03-079,Jordan Davis,I Ain't Sayin'
2025-03-081,Kendrick Lamar Featuring Dody6,Hey Now
2025-03-082,Post Malone Featuring Luke Combs,Guy For That
2025-03-083,PARTYNEXTDOOR & Drake,Glorious
2025-03-084,Sabrina Carpenter,Couldn't Make It Any Harder
2025-03-085,Fuerza Regida,Por Esos Ojos
2025-03-086,Bad Bunny,Voy A Llevarte Pa PR
2025-03-087,Sabrina Carpenter,Bad Reviews
2025-03-090,Giveon,Twenties
2025-03-092,Tyla,Push 2 Start
2025-03-093,Rauw Alejandro & Bad Bunny,Que Pasaria...
2025-03-094,BigXthaPlug,The Largest
2025-03-096,Travis Scott,4X4
2025-03-099,"Bad Bunny, Dei V & Omar Courtz",VeLDÁ
2025-03-100,Sabrina Carpenter,Juno
2025-04-001,Kendrick Lamar & SZA,Luther
2025-04-010,ROSE & Bruno Mars,APT.
2025-04-013,Gracie Abrams,That's So True
2025-04-015,Kendrick Lamar Featuring Lefty Gunplay,TV Off
2025-04-017,Morgan Wallen,I'm A Little Crazy
2025-04-019,Post Malone Featuring Morgan Wallen,I Had Some Help
2025-04-021,The Weeknd & Playboi Carti,Timeless
2025-04-024,SZA With Kendrick Lamar,30 For 30
2025-04-025,Playboi Carti & The Weeknd,Rather Lie
2025-04-027,Playboi Carti,Evil J0rdan
2025-04-029,Chappell Roan,The Giver
2025-04-046,Benny Blanco & Gracie Abrams & Selena Gomez,Call Me When You Break Up
2025-04-047,Sam Barber Featuring Avery Anna,Indigo
2025-04-054,Fuerza Regida & Grupo Frontera,Me Jalo
2025-04-057,Jack Harlow & Doja Cat,Just Us
2025-04-058,Drake,Gimme A Hug
2025-04-059,Benny Blanco & Selena Gomez & The Marías,Ojos Tristes
2025-04-060,Playboi Carti & Kendrick Lamar,Good Credit
2025-04-061,PARTYNEXTDOOR & Drake & Yebba,DIE TRYING
2025-04-062,Kendrick Lamar Featuring AzChike,Peekaboo
2025-04-065,j-hope,Mona Lisa
2025-04-068,Sabrina Carpenter,Busy Woman
2025-04-069,Aleman X Neton Vega,Te Queria Ver
2025-04-070,Dylan Scott,This Town's Been Too Good To Us
2025-04-071,Selena Gomez & benny blanco,How Does It Feel To Be Forgotten
2025-04-072,GELO,Tweaker
2025-04-074,"Tyler, The Creator Featuring Lola Young",Like Him
2025-04-075,Brandon Lake,Hard Fought Hallelujah
2025-04-076,Playboi Carti Featuring Kendrick Lamar & Jhene Aiko,Backd00r
2025-04-077,Playboi Carti & Travis Scott,Crush
2025-04-080,Thomas Rhett Featuring Teddy Swims,Somethin' 'Bout A Woman
2025-04-082,Tito Double P,Tattoo
2025-04-083,Alex Warren,Burning Down
2025-04-084,Sleep Token,Emergence
2025-04-085,Jordan Davis,I Ain't Sayin'
2025-04-086,Blake Shelton,Texas
2025-04-087,Playboi Carti,Like Weezy
2025-04-088,Teddy Swims & GIVEON,Are You Even Real
2025-04-089,Lainey Wilson,4x4xU
2025-04-090,Ella Mai,Little Things
2025-04-091,Playboi Carti & Skepta,Toxic
2025-04-092,John Morgan Featuring Jason Aldean,Friends Like That
2025-04-093,Bailey Zimmerman,Holy Smokes
2025-04-094,Playboi Carti & Travis Scott,Philly
2025-04-095,Imogen Heap,Headlock
2025-04-096,Tyla,Push 2 Start
2025-04-097,Selena Gomez & benny blanco,Sunset Blvd
2025-04-098,Playboi Carti,Fine Shit
2025-04-099,Rauw Alejandro & Bad Bunny,Que Pasaria...
2025-04-100,Bad Bunny,Voy A Llevarte Pa PR
2025-05-001,Kendrick Lamar & SZA,Luther
2025-05-008,Morgan Wallen & Post Malone,I Ain't Coming Back
2025-05-011,BigXthaPlug Featuring Bailey Zimmerman,All The Way
2025-05-015,Post Malone Featuring Morgan Wallen,I Had Some Help
2025-05-016,ROSE & Bruno Mars,APT.
2025-05-020,Gracie Abrams,That's So True
2025-05-023,Kendrick Lamar Featuring Lefty Gunplay,TV Off
2025-05-024,SZA With Kendrick Lamar,30 For 30
2025-05-032,The Weeknd & Playboi Carti,Timeless
2025-05-040,Brandon Lake X Jelly Roll,Hard Fought Hallelujah
2025-05-041,Morgan Wallen,I'm A Little Crazy
2025-05-042,Ed Sheeran,Azizam
2025-05-049,Sam Barber Featuring Avery Anna,Indigo
2025-05-052,Fuerza Regida & Grupo Frontera,Me Jalo
2025-05-055,Ariana Grande,Twilight Zone
2025-05-060,Playboi Carti & The Weeknd,Rather Lie
2025-05-061,Chappell Roan,The Giver
2025-05-062,Kendrick Lamar Featuring AzChike,Peekaboo
2025-05-064,Nate Smith,Fix What You Didn't Break
2025-05-065,Bailey Zimmerman,Holy Smokes
2025-05-066,Thomas Rhett Featuring Teddy Swims,Somethin' 'Bout A Woman
2025-05-067,Aleman X Neton Vega,Te Queria Ver
2025-05-068,John Morgan Featuring Jason Aldean,Friends Like That
2025-05-070,Blake Shelton,Texas
2025-05-072,Forrest Frank,Your Way's Better
2025-05-073,Kane Brown,Backseat Driver
2025-05-074,Sabrina Carpenter,Busy Woman
2025-05-075,Teddy Swims & GIVEON,Are You Even Real
2025-05-076,Benny Blanco & Selena Gomez & The Marías,Ojos Tristes
2025-05-078,Jack Black,Steve's Lava Chicken
2025-05-079,BigXthaPlug,The Largest
2025-05-081,d4vd,Feel It
2025-05-082,PARTYNEXTDOOR & Drake & Yebba,DIE TRYING
2025-05-083,"Tyler, The Creator Featuring Lola Young",Like Him
2025-05-084,Neton Vega & Peso Pluma,Morena
2025-05-085,Kane Brown With Jelly Roll,Haunted
2025-05-086,Drake,Gimme A Hug
2025-05-087,Addison Rae,Headphones On
2025-05-088,Miley Cyrus,End Of The World
2025-05-089,Jason Aldean,Whiskey Drink
2025-05-090,Benny Blanco & Gracie Abrams & Selena Gomez,Call Me When You Break Up
2025-05-091,Cole Swindell,Forever To Me
2025-05-092,PLUTO & YKNIECE,Whim Whamiee
2025-05-093,Malcolm Todd,Chest Pain (I Love)
2025-05-095,Charli xcx,Party 4 U
2025-05-096,Tommy Richman,Actin Up
2025-05-097,Tito Double P,Tattoo
2025-05-099,JENNIE,like JENNIE
2025-05-100,Sleep Token,Caramel
2025-06-002,Morgan Wallen Featuring Tate McRae,What I Want
2025-06-005,Kendrick Lamar & SZA,Luther
2025-06-016,Post Malone Featuring Morgan Wallen,I Had Some Help
2025-06-017,Morgan Wallen Featuring Post Malone,I Ain't Coming Back
2025-06-019,BigXthaPlug Featuring Bailey Zimmerman,All The Way
2025-06-022,ROSE & Bruno Mars,APT.
2025-06-028,The Weeknd & Playboi Carti,Timeless
2025-06-031,SZA With Kendrick Lamar,30 For 30
2025-06-032,Alex Warren With Jelly Roll,Bloodline
2025-06-033,Gracie Abrams,That's So True
2025-06-038,Kendrick Lamar Featuring Lefty Gunplay,TV Off
2025-06-045,Morgan Wallen,Eyes Are Closed
2025-06-048,Morgan Wallen,TN
2025-06-049,Morgan Wallen,Dark Til Daylight
2025-06-050,Morgan Wallen,Kick Myself
2025-06-051,Morgan Wallen,I'm A Little Crazy
2025-06-052,Bailey Zimmerman & Luke Combs,Backup Plan
2025-06-053,Morgan Wallen,Where'd That Girl Go
2025-06-054,Morgan Wallen,"Skoal, Chevy, And Browning"
2025-06-055,Morgan Wallen,Falling Apart
2025-06-057,Morgan Wallen,Kiss Her In Front Of You
2025-06-058,Morgan Wallen,If You Were Mine
2025-06-060,Charli xcx,Party 4 U
2025-06-061,Ed Sheeran,Azizam
2025-06-062,mgk,Cliche
2025-06-065,MOLIY & Silent Addy & Skillibeng & Shenseea,Shake It To The Max (Fly)
2025-06-066,Sam Barber Featuring Avery Anna,Indigo
2025-06-067,Morgan Wallen,Missing
2025-06-068,Morgan Wallen,Don't We
2025-06-069,Forrest Frank,Your Way's Better
2025-06-070,Kendrick Lamar Featuring AzChike,Peekaboo
2025-06-071,Morgan Wallen,Genesis
2025-06-072,Morgan Wallen,Jack And Jill
2025-06-073,Fuerza Regida,Marlboro Rojo
2025-06-074,Karol G,Latina Foreva
2025-06-075,PLUTO & YKNIECE,Whim Whamiee
2025-06-076,Brandon Lake X Jelly Roll,Hard Fought Hallelujah
2025-06-077,Jason Aldean,Whiskey Drink
2025-06-078,Morgan Wallen,Miami
2025-06-079,Fuerza Regida & Grupo Frontera,Me Jalo
2025-06-080,Morgan Wallen,Revelation
2025-06-081,Shaboozey & Jelly Roll,Amen
2025-06-083,Kane Brown,Backseat Driver
2025-06-084,Morgan Wallen,Interlude
2025-06-085,Morgan Wallen Featuring Eric Church,Number 3 And Number 7
2025-06-087,Ariana Grande,Twilight Zone
2025-06-088,Lainey Wilson,Somewhere Over Laredo
2025-06-089,Morgan Wallen,Leavin's The Least I Could Do
2025-06-090,Morgan Wallen Featuring HARDY,Come Back As A Redneck
2025-06-091,Playboi Carti & The Weeknd,Rather Lie
2025-06-092,Nate Smith,Fix What You Didn't Break
2025-06-093,Morgan Wallen Featuring ERNEST,The Dealer
2025-06-094,Morgan Wallen,Drinking Til It Does
2025-06-095,Fuerza Regida,Por Esos Ojos
2025-06-096,BigXthaPlug,The Largest
2025-06-097,Sabrina Carpenter,Busy Woman
2025-06-099,Morgan Wallen,LA Night
2025-06-100,d4vd,Feel It
2025-07-002,Morgan Wallen Featuring Tate McRae,What I Want
2025-07-006,Kendrick Lamar & SZA,Luther
2025-07-010,Cardi B,Outside
2025-07-013,Post Malone Featuring Morgan Wallen,I Had Some Help
2025-07-023,BigXthaPlug Featuring Bailey Zimmerman,All The Way
2025-07-028,ROSE & Bruno Mars,APT.
2025-07-029,SZA With Kendrick Lamar,30 For 30
2025-07-030,Megan Moroney,6 Months Later
2025-07-035,Gracie Abrams,That's So True
2025-07-036,Bailey Zimmerman & Luke Combs,Backup Plan
2025-07-037,The Weeknd & Playboi Carti,Timeless
2025-07-041,Morgan Wallen Featuring Post Malone,I Ain't Coming Back
2025-07-044,MOLIY & Silent Addy & Skillibeng & Shenseea,Shake It To The Max (Fly)
2025-07-046,Kendrick Lamar Featuring Lefty Gunplay,TV Off
2025-07-052,Ed Sheeran,Azizam
2025-07-053,Morgan Wallen,TN
2025-07-054,PLUTO & YKNIECE,Whim Whamiee
2025-07-055,Tate McRae,Just Keep Watching
2025-07-056,Charli xcx,Party 4 U
2025-07-057,Sam Barber Featuring Avery Anna,Indigo
2025-07-058,Alex Warren With Jelly Roll,Bloodline
2025-07-059,Shaboozey & Jelly Roll,Amen
2025-07-060,GloRilla,Typa
2025-07-061,Lil Tecca,OWA OWA
2025-07-062,Forrest Frank,Your Way's Better
2025-07-063,Brandon Lake X Jelly Roll,Hard Fought Hallelujah
2025-07-064,Fuerza Regida,Marlboro Rojo
2025-07-065,Fuerza Regida,Tu Sancho
2025-07-066,Karol G,Latina Foreva
2025-07-067,Morgan Wallen,I'm A Little Crazy
2025-07-069,Morgan Wallen,Dark Til Daylight
2025-07-070,Kendrick Lamar Featuring AzChike,Peekaboo
2025-07-071,Ariana Grande,Twilight Zone
2025-07-072,Offset & JID,Bodies
2025-07-073,Benson Boone,Mr Electric Blue
2025-07-074,Karol G,Papasito
2025-07-075,Nate Smith,Fix What You Didn't Break
2025-07-076,Playboi Carti & The Weeknd,Rather Lie
2025-07-080,Scotty McCreery & Hootie & The Blowfish,Bottle Rockets
2025-07-081,HUNTR/X: EJAE & Audrey Nuna & REI AMI,Golden
2025-07-082,Corey Kent,This Heart
2025-07-083,Fuerza Regida & Grupo Frontera,Me Jalo
2025-07-084,Myles Smith,Nice To Meet You
2025-07-085,Ty Myers,Thought It Was Love
2025-07-086,Morgan Wallen,Eyes Are Closed
2025-07-087,Jessie Murph,Touch Me Like A Gangster
2025-07-088,Kane Brown,Backseat Driver
2025-07-089,Josh Ross,Single Again
2025-07-090,j-hope & GloRilla,Killin' It Girl
2025-07-091,Morgan Wallen,Where'd That Girl Go
2025-07-092,Max McNown,Better Me For You (Brown Eyes)
2025-07-093,Fuerza Regida,Por Esos Ojos
2025-07-094,KATSEYE,Gabriela
2025-07-095,Morgan Wallen,Kick Myself
2025-07-096,Karol G & Feid,Verano Rosa
2025-07-097,Morgan Wallen,Don't We
2025-07-098,KATSEYE,Gnarly
2025-07-099,Ed Sheeran,Sapphire
2025-07-100,Morgan Wallen,Kiss Her In Front Of You
2025-08-002,HUNTR/X: EJAE & Audrey Nuna & REI AMI,Golden
2025-08-004,Morgan Wallen Featuring Tate McRae,What I Want
2025-08-009,Kendrick Lamar & SZA,Luther
2025-08-016,Alex Warren,Eternity
2025-08-017,Post Malone Featuring Morgan Wallen,I Had Some Help
2025-08-019,HUNTR/X: EJAE & Audrey Nuna & REI AMI,How It's Done
2025-08-023,Drake,What Did I Miss?
2025-08-027,BigXthaPlug Featuring Bailey Zimmerman,All The Way
2025-08-031,HUNTR/X: EJAE & Audrey Nuna & REI AMI,What It Sounds Like
2025-08-033,"Tyler, the Creator & Pharrell Williams featuring Sk8brd",Big Poe
2025-08-034,Bailey Zimmerman & Luke Combs,Backup Plan
2025-08-035,ROSE & Bruno Mars,APT.
2025-08-038,Justin Bieber,Yukon
2025-08-039,HUNTR/X: EJAE & Audrey Nuna & REI AMI,Takedown
2025-08-040,SZA With Kendrick Lamar,30 For 30
2025-08-041,"Tyler, the Creator ",Sugar On My Tongue
2025-08-044,"Tyler, the Creator",Ring Ring Ring
2025-08-046,Ozzy Osbourne,Crazy Train
2025-08-048,"Tyler, the Creator ",Sucka Free
2025-08-049,Ozzy Osbourne,"Mama, I'm Coming Home"
2025-08-051,"Tyler, the Creator ",Stop Playing With Me
2025-08-052,MOLIY & Silent Addy & Skillibeng & Shenseea,Shake It To The Max (Fly)
2025-08-053,BLACKPINK,Jump
2025-08-054,"Tyler, the Creator ",Mommanem
2025-08-055,"Tyler, the Creator ",I'll Take Care Of You
2025-08-056,"Tyler, the Creator ",Don't Tap That Glass / Tweakin'
2025-08-058,Megan Moroney,6 Months Later
2025-08-059,"Tyler, the Creator Featuring Madison McFerrin",Don't You Worry Baby
2025-08-060,Tate McRae,Just Keep Watching
2025-08-061,Morgan Wallen Featuring Post Malone,I Ain't Coming Back
2025-08-062,Zach Bryan Featuring Gabriella Rose,Madeline
2025-08-063,Cardi B,Outside
2025-08-064,Travis Scott,Kick Out
2025-08-066,Justin Bieber,Go Baby
2025-08-067,Alex Warren With Jelly Roll,Bloodline
2025-08-068,Scotty McCreery & Hootie & the Blowfish,Bottle Rockets
2025-08-069,Shaboozey & Jelly Roll,Amen
2025-08-071,Nate Smith,Fix What You Didn't Break
2025-08-072,Max McNown,Better Me For You (Brown Eyes)
2025-08-075,Travis Scott,Dumbo
2025-08-076,JEONGYEON & JIHYO & CHAEYOUNG Of TWICE,Takedown
2025-08-077,Justin Bieber,Walking Away
2025-08-078,Brandon Lake X Jelly Roll,Hard Fought Hallelujah
2025-08-079,Forrest Frank,Your Way's Better
2025-08-080,Coldplay,Sparks
2025-08-081,Ariana Grande,Twilight Zone
2025-08-082,"Tyler, the Creator ",Tell Me What It Is
2025-08-083,Charli xcx,Party 4 U
2025-08-084,Jessie Murph,1965
2025-08-085,Morgan Wallen,TN
2025-08-086,Clipse Featuring Kendrick Lamar,Chains & Whips
2025-08-087,Travis Scott & Don Toliver,Champain & Vacay
2025-08-088,PLUTO & YKNIECE,Whim Whamiee
2025-08-089,G Herbo,Went Legit
2025-08-090,Zach Bryan,River Washed Hair
2025-08-091,Disco Lines & Tinashe,No Broke Boys
2025-08-092,Twice,Strategy
2025-08-094,Dareyes de La Sierra,Frecuencia
2025-08-095,Jordan Davis,Bar None
2025-08-096,Myles Smith,Nice To Meet You
2025-08-098,Playboi Carti & The Weeknd,Rather Lie
2025-08-099,Lainey Wilson,Somewhere Over Laredo
2025-08-100,Glorilla,Typa
2025-09-001,HUNTR/X: EJAE & Audrey Nuna & REI AMI,Golden
2025-09-003,Morgan Wallen Featuring Tate McRae,What I Want
2025-09-009,HUNTR/X: EJAE & Audrey Nuna & REI AMI,How It's Done
2025-09-019,HUNTR/X: EJAE & Audrey Nuna & REI AMI,What It Sounds Like
2025-09-021,HUNTR/X: EJAE & Audrey Nuna & REI AMI,Takedown
2025-09-022,BigXthaPlug Featuring Bailey Zimmerman,All The Way
2025-09-026,Kendrick Lamar & SZA,Luther
2025-09-028,Doja Cat,Jealous Type
2025-09-030,Bailey Zimmerman & Luke Combs,Backup Plan
2025-09-033,Justin Bieber,Yukon
2025-09-034,Chris Brown Featuring Bryson Tiller,It Depends
2025-09-035,BigXthaPlug Featuring Ella Langley,Hell At Night
2025-09-036,Chappell Roan,The Subway
2025-09-041,SZA With Kendrick Lamar,30 For 30
2025-09-043,ROSE & Bruno Mars,APT.
2025-09-044,Jordan Davis,Bar None
2025-09-045,Disco Lines & Tinashe,No Broke Boys
2025-09-047,Scotty McCreery & Hootie & the Blowfish,Bottle Rockets
2025-09-048,Drake,What Did I Miss?
2025-09-049,Luke Combs,Back In The Saddle
2025-09-050,JEONGYEON & JIHYO & CHAEYOUNG Of TWICE,Takedown
2025-09-051,Twice,Strategy
2025-09-052,Stray Kids,Ceremony
2025-09-053,"Tyler, the Creator ",Sugar On My Tongue
2025-09-054,Lainey Wilson,Somewhere Over Laredo
2025-09-055,Megan Moroney,6 Months Later
2025-09-059,Mariah the Scientist & Kali Uchis,Is It A Crime
2025-09-060,sombr,12 To 12
2025-09-061,BigXthaPlug Featuring Jelly Roll,Box Me Up
2025-09-062,Shaboozey & Jelly Roll,Amen
2025-09-063,KATSEYE,Gabriela
2025-09-064,Forrest Frank,Your Way's Better
2025-09-065,Morgan Wallen Featuring Lil Wayne & Rick Ross,Miami
2025-09-066,Tate McRae,Just Keep Watching
2025-09-067,Max McNown,Better Me For You (Brown Eyes)
2025-09-068,Charli xcx,Party 4 U
2025-09-069,Riley Green Featuring Ella Langley,Don't Mind If I Do
2025-09-070,Fuerza Regida,Marlboro Rojo
2025-09-072,MOLIY & Silent Addy & Skillibeng & Shenseea,Shake It To The Max (Fly)
2025-09-073,Offset & Gunna,Different Species
2025-09-074,Cardi B,Outside
2025-09-075,Morgan Wallen Featuring Post Malone,I Ain't Coming Back
2025-09-076,Myles Smith,Nice To Meet You
2025-09-077,Coldplay,Sparks
2025-09-078,BLACKPINK,Jump
2025-09-079,Pierce the Veil,So Far So Fake
2025-09-081,Gunna Featuring Burna Boy,wgft
