billboard_id,artists,track_name
2023-04-094,Morgan Wallen,Born With A Beer In My Hand
2023-04-095,Melanie Martinez,Death
2023-04-096,Russ,Nasty
2023-04-097,Miley Cyrus,Jaded
2023-04-098,d4vd,Here With Me
2023-04-099,Morgan Wallen,Me + All Your Reasons
2023-04-100,Fifty Fifty,Cupid
2023-05-006,Rema & Selena Gomez,Calm Down
2023-05-007,"Metro Boomin, The Weeknd & 21 Savage",Creepin'
2023-05-008,The Weeknd & Ariana Grande,Die For You
2023-05-009,PinkPantheress & Ice Spice,"Boy's A Liar, Pt. 2"
2023-05-011,Yng Lvcas x Peso Pluma,La Bebe
2023-05-018,The Weeknd Featuring Future,Double Fantasy
2023-05-023,Morgan Wallen,Thinkin' Bout Me
2023-05-029,Ice Spice & Nicki Minaj,Princess Diana
2023-05-030,RAYE Featuring 070 Shake,Escapism
2023-05-032,Tyler Hubbard,Dancin' In The Country
2023-05-034,NLE Choppa,Slut Me Out
2023-05-037,Sam Smith & Kim Petras,Unholy
2023-05-040,"Gabito Ballesteros, Peso Pluma & Natanael Cano",AMG
2023-05-041,Fifty Fifty,Cupid
2023-05-042,"Metro Boomin, Future & Chris Brown",Superhero (Heroes & Villains)
2023-05-052,"Tyler, The Creator Featuring Kali Uchis",See You Again
2023-05-055,Kim Petras Featuring Nicki Minaj,Alone
2023-05-056,Becky G & Peso Pluma,Chanel
2023-05-057,Junior H & Peso Pluma,El Azul
2023-05-058,Agust D,Haegeum
2023-05-059,Lil Baby,Low Down
2023-05-062,Jack Black,Peaches
2023-05-063,Sabrina Carpenter,Nonsense
2023-05-064,Morgan Wallen,Ain't That Some
2023-05-065,Rod Wave,Fight The Feeling
2023-05-066,Nicki Minaj,Red Ruby Da Sleeze
2023-05-067,Rosalia & Rauw Alejandro,Beso
2023-05-068,Fuerza Regida X Natanael Cano,Ch y La Pizza
2023-05-069,Morgan Wallen Featuring ERNEST,Cowgirls
2023-05-071,Chino Pacas,El Gordo Trae El Mando
2023-05-072,Dierks Bentley,Gold
2023-05-073,Morgan Wallen Featuring Eric Church,Man Made A Bar
2023-05-075,Taylor Swift,Karma
2023-05-076,Coco Jones,ICU
2023-05-077,Carin Leon X Grupo Frontera,Que Vuelvas
2023-05-078,"Metro Boomin, Travis Scott & Young Thug",Trance
2023-05-079,Yandel & Feid,Yandel 150
2023-05-080,Fuerza Regida & Peso Pluma,Igualito A Mi Apa
2023-05-081,Ice Spice,In Ha Mood
2023-05-082,Yahritza y Su Esencia & Grupo Frontera,Fragil
2023-05-083,Cody Johnson,Human
2023-05-084,Superstar Pride,Painting Pictures
2023-05-085,Labrinth,Never Felt So Alone
2023-05-086,Zach Bryan Featuring Maggie Rogers,Dawns
2023-05-087,Lizzy McAlpine,Ceilings
2023-05-089,Grupo Marca Registrada X Grupo Frontera,Di Que Si
2023-05-090,Lil Yachty,Strike (Holster)
2023-05-091,NF,Happy
2023-05-093,Kali Uchis,Moonlight
2023-05-094,Morgan Wallen,Sunrise
2023-05-095,Brett Young,You Didn't
2023-05-096,Scotty McCreery,It Matters To Her
2023-05-097,Jimin,Like Crazy
2023-05-098,Taylor Swift,All Of The Girls You Loved Before
2023-05-099,Luke Combs,5 Leaf Clover
2023-05-100,YoungBoy Never Broke Again,Big Truck
2023-06-004,Rema & Selena Gomez,Calm Down
2023-06-007,Lil Durk Featuring J. Cole,All My Life
2023-06-009,"Metro Boomin, The Weeknd & 21 Savage",Creepin'
2023-06-011,The Weeknd & Ariana Grande,Die For You
2023-06-015,PinkPantheress & Ice Spice,"Boy's A Liar, Pt. 2"
2023-06-018,Yng Lvcas x Peso Pluma,La Bebe
2023-06-020,Fifty Fifty,Cupid
2023-06-024,Tyler Hubbard,Dancin' In The Country
2023-06-025,Morgan Wallen,Thinkin' Bout Me
2023-06-027,Taylor Swift Featuring Ice Spice,Karma
2023-06-035,Fuerza Regida,TQM
2023-06-036,Post Malone,Mourning
2023-06-038,Beyonce Featuring Kendrick Lamar,America Has A Problem
2023-06-043,Ice Spice & Nicki Minaj,Princess Diana
2023-06-047,Sam Smith & Kim Petras,Unholy
2023-06-052,"Tyler, The Creator Featuring Kali Uchis",See You Again
2023-06-054,Lana Del Rey,Say Yes To Heaven
2023-06-055,NLE Choppa,Slut Me Out
2023-06-056,Junior H & Peso Pluma,El Azul
2023-06-058,"Gabito Ballesteros, Peso Pluma & Natanael Cano",AMG
2023-06-059,Lil Mabu,Mathematical Disrespect
2023-06-060,Becky G & Peso Pluma,Chanel
2023-06-061,Cody Johnson,Human
2023-06-062,Scotty McCreery,It Matters To Her
2023-06-063,Summer Walker & J. Cole,"To Summer, From Cole (Audio Hug)"
2023-06-064,Jonas Brothers,Waffle House
2023-06-065,"Kodak Black, NLE Choppa, Jimin, JVKE & Muni Long","Angel, Pt. 1"
2023-06-066,Morgan Wallen Featuring ERNEST,Cowgirls
2023-06-067,Coco Jones,ICU
2023-06-068,Rod Wave,Fight The Feeling
2023-06-069,DaBaby,Shake Sumn
2023-06-070,Yahritza y Su Esencia & Grupo Frontera,Fragil
2023-06-071,Chino Pacas,El Gordo Trae El Mando
2023-06-072,Morgan Wallen,Ain't That Some
2023-06-073,The Weeknd Featuring Future,Double Fantasy
2023-06-074,Lil Baby,Low Down
2023-06-075,Doechii Featuring Kodak Black,What It Is (Block Boy)
2023-06-076,Lil Baby,Go Hard
2023-06-077,Rosalia & Rauw Alejandro,Beso
2023-06-078,Sabrina Carpenter,Nonsense
2023-06-079,"Metro Boomin, Travis Scott & Young Thug",Trance
2023-06-080,Kali Uchis,Moonlight
2023-06-081,Yandel & Feid,Yandel 150
2023-06-082,Justin Moore & Priscilla Block,"You, Me, & Whiskey"
2023-06-083,Nicki Minaj,Red Ruby Da Sleeze
2023-06-085,Ed Sheeran Featuring Luke Combs,Life Goes On
2023-06-086,Fuerza Regida X Natanael Cano,Ch y La Pizza
2023-06-087,Dan + Shay,You
2023-06-088,Morgan Wallen Featuring Eric Church,Man Made A Bar
2023-06-089,Jon Pardi,Your Heart Or Mine
2023-06-090,Miley Cyrus,Jaded
2023-06-092,Libianca,People
2023-06-093,Superstar Pride,Painting Pictures
2023-06-095,Fuerza Regida & Peso Pluma,Igualito A Mi Apa
2023-06-096,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me
2023-06-097,Nate Smith,Wreckage
2023-06-098,Don Toliver Featuring Justin Bieber & Future,Private Landing
2023-06-099,Ice Spice,In Ha Mood
2023-07-003,Rema & Selena Gomez,Calm Down
2023-07-005,Lil Durk Featuring J. Cole,All My Life
2023-07-007,Taylor Swift Featuring Ice Spice,Karma
2023-07-009,"Metro Boomin, The Weeknd & 21 Savage",Creepin'
2023-07-015,The Weeknd & Ariana Grande,Die For You
2023-07-019,Yng Lvcas x Peso Pluma,La Bebe
2023-07-022,Morgan Wallen,Thinkin' Bout Me
2023-07-024,Fifty Fifty,Cupid
2023-07-029,Gunna,Back To The Moon
2023-07-031,Doja Cat,Attention
2023-07-035,Tyler Hubbard,Dancin' In The Country
2023-07-037,PinkPantheress & Ice Spice,"Boy's A Liar, Pt. 2"
2023-07-039,Latto Featuring Cardi B,Put It On Da Floor Again
2023-07-041,Lil Durk Featuring Morgan Wallen,Stand By Me
2023-07-042,Gunna,Rodeo Dr
2023-07-044,Bizarrap & Peso Pluma,"Bzrp Music Sessions, Vol. 55"
2023-07-047,Fuerza Regida,TQM
2023-07-051,Gunna,Back At It
2023-07-052,Gunna,Bread & Butter
2023-07-053,Ice Spice & Nicki Minaj,Princess Diana
2023-07-054,Peso Pluma,Bye
2023-07-055,"Metro Boomin, Swae Lee & NAV Featuring A Boogie Wit da Hoodie",Calling
2023-07-057,Doechii Featuring Kodak Black,What It Is (Block Boy)
2023-07-058,"Metro Boomin, Swae Lee, Lil Wayne & Offset",Annihilate
2023-07-060,Gunna,Ca$h $hit
2023-07-061,Metro Boomin & Coi Leray,Self Love
2023-07-062,Gunna,Bottom
2023-07-063,Scotty McCreery,It Matters To Her
2023-07-064,Noah Kahan,Dial Drunk
2023-07-067,Post Malone,Mourning
2023-07-068,"Metro Boomin, A$AP Rocky & Roisee",Am I Dreaming
2023-07-069,Jonas Brothers,Waffle House
2023-07-070,"Tyler, The Creator Featuring Kali Uchis",See You Again
2023-07-072,Jon Pardi,Your Heart Or Mine
2023-07-073,Young Nudy Featuring 21 Savage,Peaches & Eggplants
2023-07-074,Junior H & Peso Pluma,El Azul
2023-07-075,Justin Moore & Priscilla Block,"You, Me, & Whiskey"
2023-07-076,Gunna,IDK NoMore
2023-07-077,Gunna,P Angels
2023-07-078,Morgan Wallen Featuring ERNEST,Cowgirls
2023-07-079,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me
2023-07-080,"The Weeknd, Playboi Carti & Madonna",Popular
2023-07-081,Rod Wave,Fight The Feeling
2023-07-082,NLE Choppa,Slut Me Out
2023-07-083,Gunna,Paybach
2023-07-084,El Alfa x Peso Pluma,Plebada
2023-07-085,Jelly Roll With Lainey Wilson,Save Me
2023-07-086,Yahritza y Su Esencia & Grupo Frontera,Fragil
2023-07-087,Miley Cyrus,Jaded
2023-07-088,Coco Jones,ICU
2023-07-090,Morgan Wallen,Ain't That Some
2023-07-091,DaBaby,Shake Sumn
2023-07-092,P!nk,Trustfall
2023-07-093,Libianca,People
2023-07-094,Gunna,Go Crazy
2023-07-095,Becky G & Peso Pluma,Chanel
2023-07-096,"Kodak Black, NLE Choppa, Jimin, JVKE & Muni Long","Angel, Pt. 1"
2023-07-097,Parmalee,Girl In Mine
2023-07-098,Kali Uchis,Moonlight
2023-07-099,Feid x Young Miko,Classy 101
2023-07-100,Gucci Mane & Lil Baby,Bluffin
2023-08-005,Rema & Selena Gomez,Calm Down
2023-08-007,"Travis Scott, Bad Bunny & The Weeknd",K-POP
2023-08-008,Nicki Minaj & Ice Spice With Aqua,Barbie World
2023-08-009,Jung Kook Featuring Latto,Seven
2023-08-013,Lil Durk Featuring J. Cole,All My Life
2023-08-015,Taylor Swift Featuring Ice Spice,Karma
2023-08-018,Billie Eilish,What Was I Made For?
2023-08-020,"Metro Boomin, The Weeknd & 21 Savage",Creepin'
2023-08-025,Noah Kahan With Post Malone,Dial Drunk
2023-08-026,The Weeknd & Ariana Grande,Die For You
2023-08-027,Morgan Wallen,Thinkin' Bout Me
2023-08-029,Fifty Fifty,Cupid
2023-08-032,Yng Lvcas x Peso Pluma,La Bebe
2023-08-038,Tyler Hubbard,Dancin' In The Country
2023-08-040,Ice Spice & Nicki Minaj,Princess Diana
2023-08-041,Ice Spice,Deli
2023-08-042,Latto Featuring Cardi B,Put It On Da Floor Again
2023-08-045,Taylor Swift,I Can See You (Taylor's Version) (From The Vault)
2023-08-048,NewJeans,Super Shy
2023-08-049,Myke Towers,LaLa
2023-08-050,Fuerza Regida,Sabor Fresa
2023-08-051,"Peso Pluma, Gabito Ballesteros & Junior H",Lady Gaga
2023-08-052,Justin Moore & Priscilla Block,"You, Me, & Whiskey"
2023-08-054,Jon Pardi,Your Heart Or Mine
2023-08-055,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me
2023-08-056,Peso Pluma & Grupo Frontera,Tulum
2023-08-057,Young Nudy Featuring 21 Savage,Peaches & Eggplants
2023-08-058,Doechii Featuring Kodak Black,What It Is (Block Boy)
2023-08-060,Post Malone,Mourning
2023-08-062,Lil Durk Featuring Morgan Wallen,Stand By Me
2023-08-063,Fuerza Regida,TQM
2023-08-064,"Diplo, Jessie Murph & Polo G",Heartbroken
2023-08-065,DaBaby,Shake Sumn
2023-08-066,Young Thug Featuring Drake,Oh U Went
2023-08-068,"The Weeknd, Playboi Carti & Madonna",Popular
2023-08-070,Yahritza y Su Esencia & Grupo Frontera,Fragil
2023-08-071,Coco Jones,ICU
2023-08-072,Bizarrap & Peso Pluma,"Bzrp Music Sessions, Vol. 55"
2023-08-073,Charli XCX,Speed Drive
2023-08-074,Sexyy Red & Tay Keith & Nicki Minaj,Pound Town 2
2023-08-075,Peso Pluma,Bye
2023-08-077,Peso Pluma & Jasiel Nunez,Lagunas
2023-08-078,Miley Cyrus,Jaded
2023-08-079,"Tyler, The Creator Featuring Kali Uchis",See You Again
2023-08-080,Lil Uzi Vert,Flooded The Face
2023-08-081,NewJeans,ETA
2023-08-082,Peso Pluma & Junior H,Luna
2023-08-083,Peso Pluma,Rubicon
2023-08-084,Rod Wave,Fight The Feeling
2023-08-085,Thomas Rhett,Angels Don't Always Have Wings
2023-08-086,Junior H & Peso Pluma,El Azul
2023-08-087,Ryan Gosling,I'm Just Ken
2023-08-088,Troye Sivan,Rush
2023-08-089,Taylor Swift,Enchanted (Taylor's Version)
2023-08-090,Zach Bryan,Oklahoma Smoke Show
2023-08-091,Rylo Rodriguez Featuring NoCap,Thang For You
2023-08-092,Luke Bryan,But I Got A Beer In My Hand
2023-08-093,NewJeans,Cool With You
2023-08-094,Morgan Wallen,Ain't That Some
2023-08-095,Parmalee,Girl In Mine
2023-08-096,"That Mexican OT, Paul Wall & DRODi",Johnny Dang
2023-08-097,Jelly Roll With Lainey Wilson,Save Me
2023-08-098,Karol G,S91
2023-08-099,Burna Boy & Byron Messia,Talibans II
2023-08-100,Rylo Rodriguez,Equal Dirt
2023-09-006,Rema & Selena Gomez,Calm Down
2023-09-010,Nicki Minaj & Ice Spice With Aqua,Barbie World
2023-09-012,Lil Durk Featuring J. Cole,All My Life
2023-09-015,Taylor Swift Featuring Ice Spice,Karma
2023-09-017,Billie Eilish,What Was I Made For?
2023-09-020,"Metro Boomin, The Weeknd & 21 Savage",Creepin'
2023-09-021,Morgan Wallen,Thinkin' Bout Me
2023-09-022,Travis Scott Featuring Drake,Meltdown
2023-09-025,Fifty Fifty,Cupid
2023-09-026,Rod Wave,Call Your Friends
2023-09-027,Noah Kahan With Post Malone,Dial Drunk
2023-09-028,Karol G & Peso Pluma,Qlona
2023-09-030,Travis Scott,I Know ?
2023-09-031,Karol G,Mi Ex Tenia Razon
2023-09-032,Jung Kook Featuring Latto,Seven
2023-09-039,Yng Lvcas x Peso Pluma,La Bebe
2023-09-041,Doechii Featuring Kodak Black,What It Is (Block Boy)
2023-09-042,Latto Featuring Cardi B,Put It On Da Floor Again
2023-09-043,Travis Scott Featuring SZA & Future,Telekinesis
2023-09-044,Travis Scott Featuring Playboi Carti,FE!N
2023-09-045,Myke Towers,LaLa
2023-09-047,Jon Pardi,Your Heart Or Mine
2023-09-048,"Peso Pluma, Gabito Ballesteros & Junior H",Lady Gaga
2023-09-049,Young Nudy Featuring 21 Savage,Peaches & Eggplants
2023-09-050,"Travis Scott, Bad Bunny & The Weeknd",K-POP
2023-09-053,Ice Spice,Deli
2023-09-056,Ice Spice & Nicki Minaj,Princess Diana
2023-09-057,Peso Pluma & Grupo Frontera,Tulum
2023-09-058,Fuerza Regida,Sabor Fresa
2023-09-061,Tim McGraw,Standing Room Only
2023-09-062,"The Weeknd, Playboi Carti & Madonna",Popular
2023-09-064,Miley Cyrus,Jaded
2023-09-065,"That Mexican OT, Paul Wall & DRODi",Johnny Dang
2023-09-066,"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me
2023-09-067,DaBaby,Shake Sumn
2023-09-068,Polo G,Barely Holdin' On
2023-09-069,Karol G,S91
2023-09-070,Jelly Roll With Lainey Wilson,Save Me
2023-09-071,Tyler Childers,In Your Love
2023-09-072,Thomas Rhett,Angels Don't Always Have Wings
2023-09-073,Young Thug Featuring Drake,Oh U Went
