billboard_id,artists,track_name
2020-01-007,Andy Williams,It's The Most Wonderful Time Of The Year
2020-01-012,Jose Feliciano,Feliz Navidad
2020-01-015,Dean Martin,"Let It Snow, Let It Snow, Let It Snow"
2020-01-016,Nat King Cole,The Christmas Song (Merry Christmas To You)
2020-01-017,Dan + Shay & Justin Bieber,"10,000 Hours"
2020-01-019,Mustard & Roddy Ricch,Ballin'
2020-01-021,The Ronettes,Sleigh Ride
2020-01-022,Gene Autry,Rudolph The Red-Nosed Reindeer
2020-01-024,Andy Williams,Happy Holiday / The Holiday Season
2020-01-025,Chris Brown Featuring Drake,No Guidance
2020-01-026,Shawn Mendes & Camila Cabello,Senorita
2020-01-027,Juice WRLD & YoungBoy Never Broke Again,Bandit
2020-01-028,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas
2020-01-029,Darlene Love,Christmas (Baby Please Come Home)
2020-01-031,Kelly Clarkson,Underneath The Tree
2020-01-032,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane)
2020-01-033,Young Thug Featuring Gunna,Hot
2020-01-034,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road
2020-01-036,Chuck Berry,Run Rudolph Run
2020-01-037,Perry Como With Mitchell Ayers And His Orchestra,(There's No Place Like) Home For The Holidays (1959)
2020-01-040,Elvis Presley,Blue Christmas
2020-01-042,Bing Crosby,White Christmas
2020-01-043,Frank Sinatra,Jingle Bells
2020-01-044,Jonas Brothers,Like It's Christmas
2020-01-045,Dean Martin,Baby It's Cold Outside
2020-01-048,Lil Uzi Vert,Futsal Shuffle 2020
2020-01-049,Thurl Ravenscroft,"You're A Mean One, Mr. Grinch"
2020-01-050,Lil Tecca,Ran$om
2020-01-057,Taylor Swift,Lover
2020-01-058,Wale Featuring Jeremih,On Chill
2020-01-060,Don Toliver,No Idea
2020-01-061,Halsey,Graveyard
2020-01-062,Camila Cabello Featuring DaBaby,My Oh My
2020-01-064,Maren Morris,The Bones
2020-01-065,Summer Walker,Playing Games
2020-01-066,Chris Brown Featuring Gunna,Heat
2020-01-067,Idina Menzel & AURORA,Into The Unknown
2020-01-068,DaBaby,VIBEZ
2020-01-069,John Legend,Happy Xmas (War Is Over)
2020-01-071,Lady Antebellum,What If I Never Get Over You
2020-01-073,Dustin Lynch,Ridin' Roads
2020-01-074,NLE Choppa,Camelot
2020-01-075,Jon Pardi,Heartache Medication
2020-01-076,Roddy Ricch & Gunna,Start Wit Me
2020-01-077,Post Malone Featuring Ozzy Osbourne & Travis Scott,Take What You Want
2020-01-078,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone
2020-01-079,Ellie Goulding & Juice WRLD,Hate Me
2020-01-080,Sam Hunt,Kinfolks
2020-01-081,Juice WRLD,Let Me Know (I Wonder Why Freestyle)
2020-01-082,Thomas Rhett,Remember You Young
2020-01-083,Trippie Redd Featuring DaBaby,Death
2020-01-084,YNW Melly & 9lokknine,223's
2020-01-089,Joji,Slow Dancing In The Dark
2020-01-090,DaniLeigh Featuring Chris Brown,Easy
2020-01-091,Bad Bunny,Vete
2020-01-092,DaBaby Featuring Offset,Baby Sitter
2020-01-093,Niall Horan,Nice To Meet Ya
2020-01-094,Ant Saunders,Yellow Hearts
2020-01-095,Roddy Ricch Featuring A Boogie Wit da Hoodie,Tip Toe
2020-01-096,Doja Cat,Candy
2020-01-097,Russ & BIA,BEST ON EARTH
2020-01-098,Karol G & Nicki Minaj,Tusa
2020-01-099,Post Malone Featuring DaBaby,Enemies
2020-01-100,Ed Sheeran Featuring Camila Cabello & Cardi B,South Of The Border
2020-02-002,Future Featuring Drake,Life Is Good
2020-02-003,Eminem Featuring Juice WRLD,Godzilla
2020-02-006,Dan + Shay & Justin Bieber,"10,000 Hours"
2020-02-014,Mustard & Roddy Ricch,Ballin'
2020-02-016,Jonas Brothers,What A Man Gotta Do
2020-02-018,Mac Miller,Good News
2020-02-020,Roddy Ricch Featuring Mustard,High Fashion
2020-02-022,Maren Morris,The Bones
2020-02-025,Chris Brown Featuring Drake,No Guidance
2020-02-028,Eminem,Darkness
2020-02-030,Shawn Mendes & Camila Cabello,Senorita
2020-02-031,Eminem Featuring Ed Sheeran,Those Kinda Nights
2020-02-036,Eminem Featuring Young M.A,Unaccommodating
2020-02-038,Mac Miller,Blue World
2020-02-040,Camila Cabello Featuring DaBaby,My Oh My
2020-02-042,Young Thug Featuring Gunna,Hot
2020-02-044,Ed Sheeran & Justin Bieber,I Don't Care
2020-02-047,Juice WRLD & YoungBoy Never Broke Again,Bandit
2020-02-048,Mac Miller,Circles
2020-02-051,Jon Pardi,Heartache Medication
2020-02-052,"Eminem Featuring Royce da 5'9"" & White Gold",You Gon' Learn
2020-02-053,Sam Hunt,Kinfolks
2020-02-054,Halsey,Graveyard
2020-02-055,Karol G & Nicki Minaj,Tusa
2020-02-056,Ed Sheeran Featuring Camila Cabello & Cardi B,South Of The Border
2020-02-057,BTS,Black Swan
2020-02-058,Jhene Aiko,P*$$y Fairy (OTW)
2020-02-059,Lil Uzi Vert,Futsal Shuffle 2020
2020-02-060,Dustin Lynch,Ridin' Roads
2020-02-061,Eminem Featuring Skylar Grey,Leaving Heaven
2020-02-063,Mac Miller,Complicated
2020-02-064,Mac Miller,Hand Me Downs
2020-02-065,DaBaby Featuring Lil Baby & Moneybagg Yo,TOES
2020-02-067,Eminem,Premonition (Intro)
2020-02-068,Mac Miller,I Can See
2020-02-069,DaBaby,VIBEZ
2020-02-071,Eminem,In Too Deep
2020-02-074,Roddy Ricch & Gunna,Start Wit Me
2020-02-075,Mac Miller,Woods
2020-02-076,Blake Shelton Duet With Gwen Stefani,Nobody But You
2020-02-077,Don Toliver,No Idea
2020-02-078,BrockHampton,SUGAR
2020-02-079,Russ & BIA,BEST ON EARTH
2020-02-080,Mac Miller,Everybody
2020-02-081,Selena Gomez,Rare
2020-02-082,MoneyBagg Yo Featuring Lil Baby,U Played
2020-02-083,Eminem,Marsh
2020-02-084,Eminem Featuring Don Toliver,No Regrets
2020-02-085,JACKBOYS Featuring Young Thug,Out West
2020-02-086,Ingrid Andress,More Hearts Than Mine
2020-02-087,Riley Green,I Wish Grandpas Never Died
2020-02-088,Jimmie Allen,Make Me Want To
2020-02-089,Eminem Featuring Anderson .Paak,Lock It Up
2020-02-090,Luke Bryan,What She Wants Tonight
2020-02-091,Mac Miller,Surf
2020-02-093,Eminem,Stepdad
2020-02-094,Post Malone Featuring Ozzy Osbourne & Travis Scott,Take What You Want
2020-02-095,Jason Aldean,We Back
2020-02-096,Kelsea Ballerini,homecoming queen?
2020-02-097,Carly Pearce & Lee Brice,I Hope You're Happy Now
2020-02-098,YoungBoy Never Broke Again,Make No Sense
2020-02-099,DaniLeigh Featuring Chris Brown,Easy
2020-02-100,Mac Miller,That's On Me
2020-03-002,Future Featuring Drake,Life Is Good
2020-03-004,BTS,ON
2020-03-011,Justin Bieber Featuring Quavo,Intentions
2020-03-016,Dan + Shay & Justin Bieber,"10,000 Hours"
2020-03-017,Mustard & Roddy Ricch,Ballin'
2020-03-019,Maren Morris,The Bones
2020-03-020,The Weeknd,After Hours
2020-03-022,Camila Cabello Featuring DaBaby,My Oh My
2020-03-025,Roddy Ricch Featuring Mustard,High Fashion
2020-03-028,YoungBoy Never Broke Again,Lil Top
2020-03-030,Pop Smoke,Dior
2020-03-031,Chris Brown Featuring Drake,No Guidance
2020-03-032,Jonas Brothers,What A Man Gotta Do
2020-03-034,Sam Hunt,Kinfolks
2020-03-035,Shawn Mendes & Camila Cabello,Senorita
