billboard_id,track_id
2016-01-001,4sPmO7WMQUAf45kwMOtONw
2016-01-002,09CtPGIpYB4BrO8qb1RGsF
2016-01-003,0wwPcA6wtMf6HUMpIRdeP7
2016-01-004,50kpGaPAhYJ3sGmk6vplg0
2016-01-005,4B0JvthVoAAuygILe3n4Bs
2016-01-006,1BZG99C7Co1r6QUC3zaS59
2016-01-007,7fBv7CLKzipRk6EC6TWHOB
2016-01-008,1wYZZtamWTQAoj8B812uKQ
2016-01-009,5jsw9uXEGuKyJzs0boZ1bT
2016-01-010,2YlZnw2ikdb837oKMKjBkW
2016-01-011,5NQbUaeTEOGdD6hHcre0dZ
2016-01-012,25KybV9BOUlvcnv7nN3Pyo
2016-01-013,27GmP9AWRs744SzKcpJsTZ
2016-01-014,4nS1sut0R2mgmFitKIShVe
2016-01-015,22VdIZQfgXJea34mQxlt81
2016-01-016,1wHZx0LgzFHyeIZkUydNXq
2016-01-017,70eDxAyAraNTiD6lx2ZEnH
2016-01-018,0bYg9bo50gSsH3LtXe2SQn
2016-01-019,3CRDbSIZ4r5MsZ0YwxuEkn
2016-01-020,3pXF1nA74528Edde4of9CC
2016-01-021,5kNe7PE09d6Kvw5pAsx23n
2016-01-022,6eT7xZZlB2mwyzJ2sUKG6w
2016-01-023,59HjlYCeBsxdI0fcm3zglw
2016-01-024,0Mfbc7b4veAMEiWOffph5q
2016-01-025,1Lim1Py7xBgbAkAys3AGAG
2016-01-026,3vv9phIu6Y1vX3jcqaGz5Z
2016-01-027,5RIVoVdkDLEygELLCniZFr
2016-01-028,2Gyc6e2cLxA5hoX1NOvYnU
2016-01-029,2zhk0kypGeOPsaaZcjyc14
2016-01-030,0Mn3amMRMoabaoTf1Publ4
2016-01-031,2d8JP84HNLKhmd6IYOoupQ
2016-01-032,3NLnwwAQbbFKcEcV8hDItk
2016-01-033,1cdzfFjEbUbgTm5nv3FgXR
2016-01-034,7aftSOGSOpSoIlVAQVBb71
2016-01-035,5nN8BwAQDJDguq7Dpd3JQQ
2016-01-036,62vpWI1CHwFy7tMIcSStl8
2016-01-037,0sQLhT32E9ZG2zn5iYR6nN
2016-01-038,2EjXfH91m7f8HiJN1yQg97
2016-01-039,1CjiAOoegmUDgbhKzAqSkl
2016-01-041,0uyZ5ckiIUbFZd3P6RWmrj
2016-01-042,2JzZzZUQj3Qff7wapcbKjc
2016-01-043,578Eooad7oUyn4stovZiPg
2016-01-044,69uxyAqqPIsUyTO8txoP2M
2016-01-045,3ESSGgWzRf1xvP7G5hHMhB
2016-01-046,2GyA33q5rti5IxkMQemRDH
2016-01-047,76hfruVvmfQbw0eYn1nmeC
2016-01-048,43PuMrRfbyyuz4QpZ3oAwN
2016-01-049,023OVLNzXhX0j7CxswUt6D
2016-01-050,2K87XMYnUMqLcX3zvtAF4G
2016-01-051,6Knv6wdA0luoMUuuoYi2i1
2016-01-052,4OjuzM3rTWp3q60mEldNSF
2016-01-053,0sr5LOMv4x0jmTYfe6oOvP
2016-01-054,7IAa7vUJ11STN7le8XaxsH
2016-01-055,7IWkJwX9C0J7tHurTD7ViL
2016-01-056,4hgrcrkcaHtsdKU35RZyn6
2016-01-057,1LxKKYsJNPeBdOwdudsJzv
2016-01-058,6rqxivjFHp8K0yMiefG56g
2016-01-059,0SNIAtRCPVVLoGEPcuHSIc
2016-01-060,7soJgKhQTO8hLP2JPRkL5O
2016-01-061,0RE8WWlaCQM6M4XHUK3u7b
2016-01-062,1LoriJC05IrHIDwj3q0KC1
2016-01-063,57gS5wJqIH6sbtBIIiioNY
2016-01-064,6dlpABcXrQKRU9G00i6Zba
2016-01-065,33QRsLBBdWDYgCZfWEZqR6
2016-01-066,0mMR63GfhjpxT02rIdq5Mz
2016-01-067,7dhB1xznh2bbCWrFjCSH5x
2016-01-068,0z9hbAY5d0RhmvZr3DWMPK
2016-01-069,63thx7OANplv4I4BQsanHk
2016-01-070,7jslhIiELQkgW9IHeYNOWE
2016-01-071,6tbNaE7kvGNqS7FvJ0dzLB
2016-01-072,6GtMaEfcLyzwfglzSlqzyX
2016-01-073,21jkhW2773dELgTMRJcMfI
2016-01-074,5lFDtgWsjRJu8fPOAyJIAK
2016-01-075,38ismoqQYn75ruDSQ2Jtx8
2016-01-076,4pdoeoOQSu6DNznlfNc5FP
2016-01-077,3kSXn1osC89W8JcPLozTzs
2016-01-078,33JcUj9qQDayKswunZP9ar
2016-01-079,3znPiywA0q1VK2jgAZFDoI
2016-01-080,6Xs7OKt6i0Ddq8B4M5Dgvr
2016-01-081,6AoYWCzsDls6c61Zp5qTuU
2016-01-082,7E390nZTMqEbrNC1TmHd42
2016-01-083,5suEtW2DUAfvroohjzgatb
2016-01-084,1Ser4X0TKttOvo8bgdytTP
2016-01-085,4W38RXuQNuoTSwVsQA1OGC
2016-01-086,3gHc5XTAywdFQUsHS6DD7G
2016-01-087,6FWrlXo99QRmPtOeUSWDjv
2016-01-088,5XFu5S1vBY7sNHlheCapOz
2016-01-089,5pfJsMwoRYKampPay8amX0
2016-01-090,26BvbgWisvyequ09r52TDA
2016-01-091,6naYpFIKihKbGg6lGxpveI
2016-01-092,0mxoXsr14ILAYcXZBMJcOs
2016-01-093,3rsOs39rDAYxIOrDTHAgR9
2016-01-094,3lSR267IJfT54p0Gfuw7mi
2016-01-095,16bHRxM89ue0TiCKARYbRp
2016-01-096,0vcfOQOvTCv8ckiRs8Xc1Z
2016-01-097,46W2wkCzFerbeQbNz3EIaa
2016-01-098,160hN2OsDXnmgExwtG7cvD
2016-01-099,3RWzLyBUqoBSX4jTAHo4TP
2016-01-100,2IjyFRCRn8x1bEquOM3vxg
2016-02-001,09CtPGIpYB4BrO8qb1RGsF
2016-02-002,50kpGaPAhYJ3sGmk6vplg0
2016-02-003,4sPmO7WMQUAf45kwMOtONw
2016-02-004,3CRDbSIZ4r5MsZ0YwxuEkn
2016-02-005,1wYZZtamWTQAoj8B812uKQ
2016-02-006,5jsw9uXEGuKyJzs0boZ1bT
2016-02-007,1BZG99C7Co1r6QUC3zaS59
2016-02-008,3vv9phIu6Y1vX3jcqaGz5Z
2016-02-009,0wwPcA6wtMf6HUMpIRdeP7
2016-02-010,4B0JvthVoAAuygILe3n4Bs
2016-02-011,2YlZnw2ikdb837oKMKjBkW
2016-02-012,6Knv6wdA0luoMUuuoYi2i1
2016-02-013,25KybV9BOUlvcnv7nN3Pyo
2016-02-014,27GmP9AWRs744SzKcpJsTZ
2016-02-015,3pXF1nA74528Edde4of9CC
2016-02-017,6eT7xZZlB2mwyzJ2sUKG6w
2016-02-018,7fBv7CLKzipRk6EC6TWHOB
2016-02-019,1wHZx0LgzFHyeIZkUydNXq
2016-02-020,5NQbUaeTEOGdD6hHcre0dZ
2016-02-021,1LoriJC05IrHIDwj3q0KC1
2016-02-022,76hfruVvmfQbw0eYn1nmeC
2016-02-023,2Gyc6e2cLxA5hoX1NOvYnU
2016-02-024,2GyA33q5rti5IxkMQemRDH
2016-02-025,5kNe7PE09d6Kvw5pAsx23n
2016-02-026,7soJgKhQTO8hLP2JPRkL5O
2016-02-027,4nS1sut0R2mgmFitKIShVe
2016-02-028,5RIVoVdkDLEygELLCniZFr
