billboard_id,track_id
2019-01-001,3e9HZxeyfWwjeyPAMmWSSQ
2019-01-002,5p7ujcrUXASCNwRaWNHR1C
2019-01-003,0bYg9bo50gSsH3LtXe2SQn
2019-01-004,2xLMifQCjDGFmkHkpNLD9h
2019-01-006,1rqqCSm0Qe4I9rUvWncaom
2019-01-007,2dpaYNEQHiRxtZbfNsse99
2019-01-008,3hBXvHLlTHvnbwrPbeoyAj
2019-01-009,2EjXfH91m7f8HiJN1yQg97
2019-01-010,65Q2mv3UlVi9eO70OpsmSe
2019-01-011,4PS1e8f2LvuTFgUs1Cn3ON
2019-01-012,78QR3Wp35dqAhFEc2qAGjE
2019-01-013,5hslUAKq9I9CG2bAulFkHN
2019-01-014,6V1bu6o1Yo5ZXnsCJU8Ovk
2019-01-015,0FZ4Dmg8jJJAPJnvBIzD9z
2019-01-017,1xzBco0xcoJEDXktl7Jxrr
2019-01-019,2GGMabyHXnJmjY6CXhhB2e
2019-01-020,2uFaJJtFpPDc5Pa95XzTvg
2019-01-021,0d2iYfpKoM0QCKvcLCkBao
2019-01-022,1edP751qQSUaA1vo7Hva3w
2019-01-023,7dt6x5M1jzdTEt8oCbisTK
2019-01-024,2iUXsYOEPhVqEBwsqP70rE
2019-01-025,6wn2nmFn3wDuiMldRiuRuL
2019-01-026,5ASM6Qjiav2xPe7gRkQMsQ
2019-01-027,285pBltuF7vW8TeWk8hdRR
2019-01-028,25leEEaz1gIpp7o21Fqyjo
2019-01-029,0oPdaY4dXtc3ZsaG17V972
2019-01-030,4w8niZpiMy6qz1mntFA5uM
2019-01-031,116H0KvKr2Zl4RPuVBruDO
2019-01-033,14mHfNsSHN0FbLftyjrV9g
2019-01-034,4so0Wek9Ig1p6CRCHuINwW
2019-01-035,2pXpURmn6zC5ZYDMms6fwa
2019-01-036,2IRZnDFmlqMuOrYOLnZZyc
2019-01-037,2t8yVaLvJ0RenpXUIAC52d
2019-01-038,6CTWathupIiDs7U4InHnDA
2019-01-039,58q2HKrzhC3ozto2nDdN4z
2019-01-040,3QiAAp20rPC3dcAtKtMaqQ
2019-01-041,3GJ4hzg4lrGwU51Y3VARbF
2019-01-042,3zJw3rugfpVrmBeDDnUYzy
2019-01-043,2DomOAEa6ghF8BzOES61tK
2019-01-044,3YZE5qDV7u1ZD1gZc47ZeR
2019-01-045,2pnPe4pJtq7689i5ydzvJJ
2019-01-046,2FY7b99s15jUprqC0M5NCT
2019-01-047,7xQAfvXzm3AkraOtGPWIZg
2019-01-048,45Egmo7icyopuzJN0oMEdk
2019-01-049,4KV9bM7a1KDc7b7OakFZic
2019-01-050,4VUwkH455At9kENOfzTqmF
2019-01-051,6zeeWid2sgw4lap2jV61PZ
2019-01-052,2VxeLyX666F8uXCJ0dZF8B
2019-01-053,02FaKXXL7KUtRc7K0k54tL
2019-01-054,698eQRku24PIYPQPHItKlA
2019-01-055,3jRBwf09lbRAp2DSPlRx8p
2019-01-056,3wScL5W8H40zzCKN0atfBk
2019-01-057,1wJRveJZLSb1rjhnUHQiv6
2019-01-058,0hPLZrnDgtKxrym1BHjDhd
2019-01-059,6Up545NUflOiXo8cEraH49
2019-01-061,3VamXAvVMczcS2PTYtPfBQ
2019-01-062,3lb5fWSG2p7x8ik8HN9oFR
2019-01-063,3EPXxR3ImUwfayaurPi3cm
2019-01-064,1G4cdOtF36ZCs6i2dZoC87
2019-01-065,0jAfdqv18goRTUxm3ilRjb
2019-01-066,3Ol2xnObFdKV9pmRD2t9x8
2019-01-067,4paAidoE8VAemwU4jgCc6l
2019-01-068,69dXVFCMiz3SL1L7M24NdX
2019-01-069,0PpfPNtQOOvbMNVJijTQj0
2019-01-070,5ZSIExfQuVv69tw5Qw3yDl
2019-01-071,39LmTF9RgyakzSYX8txrow
2019-01-072,51w9Jbat1pLeWINGCpnQUR
2019-01-073,2FUNBaa5DwItJtYEBgAblU
2019-01-074,2MShy1GSSgbmGUxADNIao5
2019-01-075,7sTtHHrD0zDpmzQzH3zegz
2019-01-076,5wujBwqG7INdStqGd4tRMX
2019-01-078,27rdGxbavYJeBphck5MZAF
2019-01-079,3pJkBPHadRAxBBo484RipI
2019-01-080,4a1oIihVt6xSnDRpgX387M
2019-01-081,2rxQMGVafnNaRaXlRMWPde
2019-01-082,43zdsphuZLzwA9k4DJhU0I
2019-01-083,25sgk305KZfyuqVBQIahim
2019-01-084,4NBTZtAt1F13VvlSKe6KTl
2019-01-085,01jIO8SJFnpSiNLH1JaBZ5
2019-01-087,7K0lR5Ngf5jkOWt1g6ut6l
2019-01-088,4B8vU5oDXVxO5OkLAI4aLx
2019-01-089,5HnXcJJbNXQQ7tRlQ9VN1v
2019-01-090,04MLEeAMuV9IlHEsD8vF6A
2019-01-091,0u2P5u6lvoDfwTYjAADbn4
2019-01-092,3f5lA8nnc4YYF1qf78WpHw
2019-01-093,4f1XXGjZZ9EkFkrbPJek6X
2019-01-094,3L19besdNQzd342qL78xqm
2019-01-095,2QgfDF0fQ4sskDthP8MG5w
2019-01-096,6viHvc13l9A6Ua6xugpeX6
2019-01-097,5274I4mUMnYczyeXkGDWZN
2019-01-098,7rvyVWja33WG9R97oeJAjx
2019-01-100,34DFpyq5NJJ79GnGbbJH3p
2019-02-001,6ocbgoVGwYJhOv1GgI9NsF
2019-02-002,5p7ujcrUXASCNwRaWNHR1C
2019-02-004,3e9HZxeyfWwjeyPAMmWSSQ
2019-02-005,2xLMifQCjDGFmkHkpNLD9h
2019-02-006,1rqqCSm0Qe4I9rUvWncaom
2019-02-007,2dpaYNEQHiRxtZbfNsse99
2019-02-008,7xQAfvXzm3AkraOtGPWIZg
2019-02-009,6V1bu6o1Yo5ZXnsCJU8Ovk
2019-02-010,78QR3Wp35dqAhFEc2qAGjE
2019-02-011,0d2iYfpKoM0QCKvcLCkBao
2019-02-012,0FZ4Dmg8jJJAPJnvBIzD9z
2019-02-013,2GGMabyHXnJmjY6CXhhB2e
2019-02-014,2IRZnDFmlqMuOrYOLnZZyc
2019-02-016,1xzBco0xcoJEDXktl7Jxrr
2019-02-017,2iUXsYOEPhVqEBwsqP70rE
