billboard_id,track_id
2024-01-001,2EjXfH91m7f8HiJN1yQg97
2024-01-002,0bYg9bo50gSsH3LtXe2SQn
2024-01-003,3hBXvHLlTHvnbwrPbeoyAj
2024-01-004,6wn2nmFn3wDuiMldRiuRuL
2024-01-005,65Q2mv3UlVi9eO70OpsmSe
2024-01-006,5hslUAKq9I9CG2bAulFkHN
2024-01-007,2uFaJJtFpPDc5Pa95XzTvg
2024-01-008,0oPdaY4dXtc3ZsaG17V972
2024-01-010,5ASM6Qjiav2xPe7gRkQMsQ
2024-01-011,0lizgQ7Qw35od7CYaoMBZb
2024-01-013,3YZE5qDV7u1ZD1gZc47ZeR
2024-01-015,2DomOAEa6ghF8BzOES61tK
2024-01-017,2I5xeRHcOIA20a6B9RJSS0
2024-01-018,3QiAAp20rPC3dcAtKtMaqQ
2024-01-019,1BxfuPKGuaTgP7aM0Bbdwr
2024-01-021,25leEEaz1gIpp7o21Fqyjo
2024-01-022,2pnPe4pJtq7689i5ydzvJJ
2024-01-023,5a1iz510sv2W9Dt1MvFd5R
2024-01-025,5xlS0QkVrSH7ssEbBgBzbM
2024-01-026,1SV1fxF65n9NhRHp3KlBuu
2024-01-027,2pXpURmn6zC5ZYDMms6fwa
2024-01-028,3QIoEi8Enr9uHffwInGIsC
2024-01-030,2QpN1ZVw8eJO5f7WcvUA1k
2024-01-033,4qP2V09IpTct5A1ZSnr1zh
2024-01-034,38xhBO2AKrJnjdjVnhJES6
2024-01-037,7xapw9Oy21WpfEcib2ErSA
2024-01-038,3sDdyBHQ60Cs1opmIyRvhp
2024-01-040,1OjmlSFuzYflWjSMTCyTJv
2024-01-041,37UhuyGwWHgS1dhTePiJBy
2024-01-042,3zJw3rugfpVrmBeDDnUYzy
2024-02-002,1BxfuPKGuaTgP7aM0Bbdwr
2024-03-007,1BxfuPKGuaTgP7aM0Bbdwr
2024-03-047,5rb9QrpfcKFHM1EUbSIurX
2024-04-016,1BxfuPKGuaTgP7aM0Bbdwr
2024-05-013,3pHkh7d0lzM2AldUtz2x37
2024-05-041,1BxfuPKGuaTgP7aM0Bbdwr
2024-06-082,3pHkh7d0lzM2AldUtz2x37
2024-08-092,5vt7iGbG4t5znVTIFZL9OX
2024-12-010,0bYg9bo50gSsH3LtXe2SQn
2024-12-015,2EjXfH91m7f8HiJN1yQg97
2024-12-018,6wn2nmFn3wDuiMldRiuRuL
2024-12-019,3hBXvHLlTHvnbwrPbeoyAj
2024-12-033,65Q2mv3UlVi9eO70OpsmSe
2024-12-035,5hslUAKq9I9CG2bAulFkHN
