track_id,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6gXsswvH6gtSkbrecXAeQN,"Big Daddy","Heavy Hitz (Remastered)","Heavy D & The Boyz",2000-09-12,234000,0,false,jmlemmon,2020-09-19T18:37:50Z,"new jack swing,old school hip hop,east coast hip hop","Universal Music",0.841,0.577,10,-7.525,0,0.409,0.102,0,0.0659,0.64,89.389,4
spotify:track:6Ph7bndA7A5ExoHIZPX4TJ,"What About Us (Remix) [feat. Black Rob]","Kima, Keisha & Pam","Total;Black Rob",1998-10-27,243782,36,false,jmlemmon,2020-09-19T18:37:50Z,"r&b,new jack swing,old school hip hop","Bad Boy Records",0.736,0.721,1,-6.188,1,0.0396,0.0143,0,0.0451,0.72,96.365,4
spotify:track:6wvfISRCQBOEpIvhX6UsDj,"Smile","The Untouchable","Scarface",1997,300693,0,true,jmlemmon,2020-09-19T18:37:50Z,"southern hip hop,old school hip hop,gangster rap,g-funk","Rap-A-Lot Records",0.724,0.399,5,-10.153,0,0.262,0.0652,0,0.165,0.461,77.812,4
spotify:track:1wCPIXssXsdyYlCX5PVpGG,"What's On Tonight","Best Of Montell Jordan","Montell Jordan",2015-09-25,278346,0,false,jmlemmon,2020-09-19T18:37:50Z,"new jack swing","Universal Music Group",0.822,0.423,5,-12.107,1,0.0445,0.318,0.00000227,0.132,0.423,111.841,4
spotify:track:7fyo8M3HAdhU1XTfLH05al,"Secret Garden","Greatest Hits","Bruce Springsteen",1995-02-27,266600,0,false,jmlemmon,2020-09-19T18:37:50Z,"","Columbia",0.525,0.285,0,-16.56,1,0.0266,0.494,0.0999,0.117,0.131,86.83,4
spotify:track:5Hr3o3xLPcMfruYm8Fd5EN,"The One I Gave my Heart to","Cloak and Dagger - The Complete Fantasy Playlist","Aaliyah",2018-09-25,270893,0,false,jmlemmon,2020-09-19T18:37:50Z,"r&b","Burning Girl",0.698,0.48,7,-7.932,1,0.0392,0.378,0,0.123,0.345,125.343,4
spotify:track:5Pe9H08rkbraYpP3dllcfe,"No Time","Hard Core","Lil' Kim",1996,300666,39,true,jmlemmon,2020-09-19T18:37:50Z,"east coast hip hop","Rhino Atlantic",0.627,0.814,5,-5.863,0,0.304,0.256,0.00000115,0.285,0.799,90.42,4
spotify:track:6YtkOhiHmf46w1noltVnF2,"Naked Eye","Fever In Fever Out","Luscious Jackson",1996-01-01,280693,50,false,jmlemmon,2020-09-19T18:37:50Z,"","Capitol Records",0.737,0.657,4,-10.962,0,0.0284,0.0863,0.0339,0.0953,0.76,131.022,4
spotify:track:2df5QsXucx4VLiHNGusXD5,"Macarena - Bayside Boys Remix","Alegria Y Cosabuena","Los Del Rio",2001-03-19,253106,56,false,jmlemmon,2020-09-19T18:37:50Z,"","Zafiro",0.737,0.93,1,-6.083,1,0.0534,0.237,0.00000157,0.0911,0.965,103.191,4
spotify:track:3a6YKw9xPXgqzwtOKnsPCQ,"On & On","Baduizm","Erykah Badu",1997-02-11,226133,0,true,jmlemmon,2020-09-19T18:37:50Z,"neo soul,r&b","Universal Music Group",0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,4
spotify:track:1JmeJIl1Ef7asaGgIN05Ze,"Don't Wanna Be a Player","All That I Am","Joe",1997-09-23,307160,46,false,jmlemmon,2020-09-19T18:37:50Z,"r&b,quiet storm","Jive",0.509,0.547,8,-5.675,0,0.0619,0.534,0,0.0461,0.878,81.736,4
spotify:track:52MJZwo0UGqgFitqv8YFVK,"I Shot The Sheriff","Take A Look Over Your Shoulder (Reality)","Warren G",1997-03-25,246733,33,true,jmlemmon,2020-09-19T18:37:50Z,"g-funk,west coast hip hop,old school hip hop,gangster rap","RAL (Rush Associated Label)",0.859,0.691,10,-9.224,0,0.209,0.0278,0.0000196,0.198,0.78,91.454,4
spotify:track:0ERh5YRgDVCp8iRaXRqEhG,"You Should Be Mine (Don't Waste Your Time)","Anytime","Brian McKnight;Mase",1997-09-23,287440,18,false,jmlemmon,2020-09-19T18:37:50Z,"quiet storm,r&b,old school hip hop","Motown",0.773,0.524,1,-7.612,1,0.0343,0.00416,0.000491,0.25,0.657,94.776,4
spotify:track:0bLRXQaWzmSXRXPmP6JnEF,"Don't Cry for Me Argentina","Evita: The Complete Motion Picture Music Soundtrack","Madonna",1996-10-25,335733,54,false,jmlemmon,2020-09-19T18:37:50Z,"","Warner Records",0.323,0.149,11,-13.906,1,0.0339,0.898,0.0000042,0.099,0.0788,105.033,5
spotify:track:68scrpEYQeO5B0OqAr2w9h,"Someone (feat. Puff Daddy)","Release Some Tension","SWV;Diddy",1997-07-29,246266,37,false,jmlemmon,2020-09-19T18:37:50Z,"new jack swing,r&b,hip hop,east coast hip hop","RCA Records Label",0.673,0.601,7,-9.275,0,0.174,0.0359,0,0.0678,0.811,173.956,4
spotify:track:3hS5RCp5EE1wUiiE7f8dM1,"Go the Distance","All That Matters","Michael Bolton",1997-11-04,280640,58,false,jmlemmon,2020-09-19T18:37:50Z,"soft rock","Columbia",0.363,0.435,2,-8.141,1,0.0307,0.399,0,0.219,0.148,125.892,4
spotify:track:13vDH7LlES2hajU7yR07Mz,"One More Time","One More Time","Real McCoy",1997-03-25,238706,40,false,jmlemmon,2020-09-19T18:37:50Z,"eurodance,europop","Hansa Local",0.671,0.862,5,-11.367,1,0.0351,0.000889,0.7,0.167,0.855,133.117,3
spotify:track:6fRLVZ4jKzuqyDPlIdbq9q,"Butta Love","Rated Next","Next",1997-09-30,296400,51,true,jmlemmon,2020-09-19T18:37:50Z,"r&b","Arista",0.735,0.441,1,-8.412,0,0.0407,0.0972,0,0.0967,0.591,108.015,4
spotify:track:5fRvePkRGdpn2nKacG7I6d,"Coco Jamboo","We See the Same Sun","Mr. President",1996-05-17,218733,69,false,jmlemmon,2020-09-19T18:37:50Z,"eurodance","First Class Dancefloor Music",0.832,0.838,1,-5.414,0,0.0421,0.0791,0,0.152,0.965,100.021,4
spotify:track:69QIVIjPMnI1ABLBqh9P1b,"Twisted","Keith Sweat","Keith Sweat",1996,260666,70,false,jmlemmon,2020-09-19T18:37:50Z,"new jack swing,quiet storm,r&b","Rhino/Elektra",0.615,0.514,11,-9.759,1,0.0466,0.393,0,0.248,0.822,175.849,4
spotify:track:7atIHMnLUJ5ikdnosz1GwU,"Barbie Girl","Aquarium","Aqua",1997-01-01,197906,1,false,jmlemmon,2020-09-19T18:37:50Z,"europop,eurodance","Universal Music",0.81,0.956,1,-5.753,0,0.0367,0.0167,0.281,0.35,0.961,129.996,4
spotify:track:1B1OR4xi0FxtKqmufi41fn,"When You're Gone","To The Faithful Departed","The Cranberries",1996-01-01,296200,0,false,jmlemmon,2020-09-19T18:37:50Z,"","Universal Music Group",0.461,0.528,3,-7.109,1,0.0269,0.335,0.000029,0.0689,0.37,187.137,3
spotify:track:5v30ODR3tqY7WJoDcQvY7d,"Free To Decide","To The Faithful Departed","The Cranberries",1996-01-01,265066,0,false,jmlemmon,2020-09-19T18:37:50Z,"","Universal Music Group",0.38,0.756,7,-5.702,1,0.0325,0.00607,0.00000311,0.0846,0.389,117.436,4
spotify:track:6zxduHMczryEbhZ5NGyiPU,"Let Me Clear My Throat - Old School Reunion Remix '96","Let Me Clear My Throat","DJ Kool",1996-01-01,290160,0,false,jmlemmon,2020-09-19T18:37:50Z,"go-go,old school hip hop","Universal Music Group",0.697,0.903,7,-7.151,1,0.272,0.168,0,0.38,0.561,102.733,4
spotify:track:2HCnOSo5WFKJXdvU8IDNZe,"Let It Flow - from ""Waiting to Exhale"" Original Soundtrack","Secrets","Toni Braxton",1996-06-18,262373,50,false,jmlemmon,2020-09-19T18:37:50Z,"r&b","Arista/LaFace Records",0.661,0.489,0,-7.618,1,0.039,0.507,0,0.0837,0.674,168.178,4
spotify:track:78JPL7uIfs6Imm57r1QETk,"You Must Love Me","Evita: The Complete Motion Picture Music Soundtrack","Madonna",1996-10-25,170840,41,false,jmlemmon,2020-09-19T18:37:50Z,"","Warner Records",0.357,0.161,10,-14.789,1,0.0436,0.927,0.0000383,0.146,0.267,88.724,4
spotify:track:6igXETl1zKir06CA7NWYo2,"Let It Go","Set It Off (Music From The New Line Cinema Motion Picture)","Ray J",1996-09-24,293240,17,false,jmlemmon,2020-09-19T18:37:50Z,"","EastWest America",0.853,0.515,0,-5.081,1,0.0453,0.0547,0.0000779,0.0519,0.859,93.026,4
spotify:track:5IFCyWplye09HytIP80RCF,"Too Close","Rated Next","Next",1997-09-30,259440,69,true,jmlemmon,2020-09-19T18:38:56Z,"r&b","Arista",0.847,0.402,7,-9.952,1,0.0641,0.0118,0,0.283,0.752,99.693,4
spotify:track:6sHsXIJoEN5JpdkGMQDJxt,"The Boy Is Mine","Never Say Never","Brandy;Monica",1998-05-29,294786,76,false,jmlemmon,2020-09-19T18:38:56Z,"r&b","Atlantic Records",0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,4
spotify:track:7cCf8vPXJw4e7e2CQYyYgi,"You're Still The One","Come On Over","Shania Twain",1997,212560,1,false,jmlemmon,2020-09-19T18:38:56Z,"country","Universal Music Group",0.556,0.513,3,-7.201,1,0.029,0.476,0,0.237,0.665,133.803,4
spotify:track:69hwHdKl4Y1HusAutt3W6q,"Truly Madly Deeply","Savage Garden","Savage Garden",1997-03-04,277266,0,false,jmlemmon,2020-09-19T18:38:56Z,"","Columbia",0.555,0.698,0,-8.874,1,0.0287,0.403,0,0.0851,0.816,168.12,4
spotify:track:1GrikfH0jDejDvrxo84n4P,"Together Again","The Velvet Rope","Janet Jackson",1997-10-07,301200,1,false,jmlemmon,2020-09-19T18:38:56Z,"new jack swing","Virgin Records",0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,4
spotify:track:2EAC4DlyUFDdi1VwnmfU7n,"All My Life","Love Always","K-Ci & JoJo",1997-06-17,331240,0,false,jmlemmon,2020-09-19T18:38:56Z,"r&b","Geffen*",0.629,0.511,1,-8.651,1,0.0326,0.114,0.00000391,0.0588,0.181,128.038,4
spotify:track:5L0KDoZklMgs9GPoonneEl,"Nice & Slow - Radio Version","My Way","USHER",1997-09-16,227906,66,false,jmlemmon,2020-09-19T18:38:56Z,"r&b","Arista/LaFace Records",0.819,0.299,5,-11.964,0,0.122,0.153,0,0.3,0.515,121.913,4
spotify:track:5MDQNJ7SZTytJwCbWKqJDL,"I Don't Want to Wait","This Fire","Paula Cole",1996,320026,68,false,jmlemmon,2020-09-19T18:38:56Z,"","Rhino/Warner Records",0.411,0.467,11,-8.178,1,0.055,0.297,0.0000122,0.0426,0.441,177.436,4
spotify:track:3Uvx1TO0Kg5HgGPk58lHXv,"How's It Going to Be","Third Eye Blind","Third Eye Blind",1997-04-08,253413,72,false,jmlemmon,2020-09-19T18:38:56Z,"","Rhino/Elektra",0.561,0.593,5,-9.362,1,0.0264,0.00327,0.00144,0.0967,0.574,80.282,4
spotify:track:2CfZ9eGoughjCJjoZZyL3y,"Destiny's Child - No, No, No Part 1 (Official Video)","No, No, No","Destiny's Child",1997-12-08,248533,25,false,jmlemmon,2020-09-19T18:38:56Z,"","Columbia",0.703,0.342,5,-7.986,0,0.0664,0.183,0,0.13,0.429,60.111,4
spotify:track:3oEHQmhvFLiE7ZYES0ulzv,"My Heart Will Go On - Love Theme from ""Titanic""","Let's Talk About Love","Céline Dion",1997-10-24,280000,1,false,jmlemmon,2020-09-19T18:38:56Z,"variété française","Columbia",0.428,0.276,4,-11.729,1,0.0312,0.732,0.00000533,0.117,0.0382,99.195,1
spotify:track:3ENXjRhFPkH8YSH3qBXTfQ,"Gettin' Jiggy Wit It","Big Willie Style","Will Smith",1997-10-03,227933,42,false,jmlemmon,2020-09-19T18:38:56Z,"","Columbia",0.882,0.874,6,-4.518,1,0.141,0.0173,0.00000184,0.152,0.842,107.88,4
spotify:track:5PIveStlGgjVL54GpVcqxr,"My Way","My Way","USHER",1997-09-16,214853,57,false,jmlemmon,2020-09-19T18:38:56Z,"r&b","Arista/LaFace Records",0.815,0.521,5,-8.178,0,0.136,0.0105,0,0.0509,0.887,90.079,4
spotify:track:3RSpK5Y0y5tl25qvssrwJ6,"My All","Butterfly","Mariah Carey",1997-09-16,230933,76,false,jmlemmon,2020-09-19T18:38:56Z,"christmas","Columbia",0.607,0.317,7,-10.244,0,0.029,0.732,0.0000453,0.086,0.111,108.122,4
spotify:track:1siDRjAa8MdxNoCHTiiQ7B,"Been Around the World (feat. The Notorious B.I.G. & Mase)","No Way Out","Diddy;The Notorious B.I.G.;Mase",1997,325933,54,true,jmlemmon,2020-09-19T18:38:56Z,"hip hop,east coast hip hop,old school hip hop,gangster rap","Bad Boy Records",0.815,0.529,6,-10.117,0,0.28,0.0191,0,0.406,0.73,99.439,4
spotify:track:0rl84FuazRHYmK72krdmA1,"Adia","Surfacing","Sarah McLachlan",1997-09-01,244666,53,false,jmlemmon,2020-09-19T18:38:56Z,"","Arista",0.526,0.37,3,-10.535,1,0.025,0.722,0,0.157,0.251,76.002,4
spotify:track:7aOGFnnVDivtRO1PrYhx64,"Crush","Jennifer Paige","Jennifer Paige",1998,200293,68,false,jmlemmon,2020-09-19T18:38:56Z,"","earMUSIC",0.73,0.698,1,-5.629,0,0.0288,0.0324,0,0.0928,0.603,115.033,4
spotify:track:5WTxbyWTpoqhdxEN2szOnl,"Everybody (Backstreet's Back) - Extended Version","Backstreet Boys","Backstreet Boys",1996,287293,63,false,jmlemmon,2020-09-19T18:38:56Z,"","Jive",0.792,0.81,10,-5.198,0,0.0368,0.00609,0.000153,0.224,0.509,108.054,4
spotify:track:225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack","Armageddon - The Album","Aerosmith",1998-06-23,298760,75,false,jmlemmon,2020-09-19T18:38:56Z,"classic rock,rock","Columbia/Sony Music Soundtrax",0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,4
spotify:local:Public+Announcement:US+Billboard+Top100+of+1998:Body+bumpin%27+%28Yippie-yi-yo%29:275,"Body bumpin' (Yippie-yi-yo)","US Billboard Top100 of 1998","Public Announcement",,275000,0,false,jmlemmon,2020-09-19T18:38:56Z,"","undefined",,,,,,,,,,,,
spotify:track:5EYWGM3Ns3iYew8ws0FatB,"This Kiss","Faith","Faith Hill",1998,194306,68,false,jmlemmon,2020-09-19T18:38:56Z,"country","Warner Records/Nashville",0.398,0.804,11,-5.559,1,0.0451,0.175,0,0.181,0.709,186.752,4
spotify:track:4oJEy4qDPwDk5ac26yEMeL,"I Don't Ever Want to See You Again","Uncle Sam","Uncle Sam",1997-04-29,345133,54,false,jmlemmon,2020-09-19T18:38:56Z,"quiet storm","Stonecreek/Epic",0.607,0.497,11,-7.017,1,0.0374,0.38,0,0.0681,0.407,125.951,3
spotify:track:1pw4vIhMwyEMxMs0iofl31,"Let's Ride","Let's Ride","Montell Jordan;Silk ""The Shocker"" Friend;Master P",1998-03-31,292493,0,false,jmlemmon,2020-09-19T18:38:56Z,"new jack swing,southern hip hop,gangster rap,old school hip hop,new orleans bounce","Def Jam Recordings",0.826,0.607,1,-3.918,1,0.125,0.027,0,0.101,0.572,121.881,4
spotify:track:5mkGfmJGFZpwK9nA5amOhv,"Sex & Candy","Marcy Playground","Marcy Playground",1997-01-01,173493,73,false,jmlemmon,2020-09-19T18:38:56Z,"","Capitol Records",0.664,0.558,2,-9.159,1,0.0257,0.238,0,0.106,0.64,80.556,4
spotify:track:6SluaPiV04KOaRTOIScoff,"Show Me Love - Radio Version","Robyn Is Here","Robyn",1995-10-13,229226,55,false,jmlemmon,2020-09-19T18:38:56Z,"swedish pop","RCA Records Label",0.546,0.643,6,-4.069,0,0.0437,0.0745,0,0.213,0.704,181.838,4
spotify:track:1XL1tUzIm9MiWZzYwdhRBH,"A Song For Mama","Evolution","Boyz II Men",1997-03-23,303373,0,false,jmlemmon,2020-09-19T18:38:56Z,"new jack swing,r&b,quiet storm","Universal Music Group",0.567,0.441,7,-8.987,1,0.035,0.482,0,0.142,0.143,75.03,4
spotify:track:6hxn98poTu1O4YZfafvC18,"What You Want (feat. Total)","Harlem World","Mase;Total",1997,242946,67,true,jmlemmon,2020-09-19T18:38:56Z,"old school hip hop,r&b,new jack swing","Bad Boy Records",0.838,0.72,10,-6.593,0,0.384,0.0312,0.0000111,0.422,0.845,93.76,4
spotify:track:2II03llydk4YnkBBvoYB3B,"Frozen","Ray of Light","Madonna",1998-03-03,367333,69,false,jmlemmon,2020-09-19T18:38:56Z,"","Warner Records/Maverick",0.601,0.617,1,-10.917,1,0.0354,0.661,0.0148,0.149,0.31,108.013,4
spotify:track:6Gd123r71KDdpH8JRdYvrh,"Gone Till November (feat. The New York Philharmonic Orchestra)","Greatest Hits","Wyclef Jean;New York Philharmonic",2003-11-04,207626,47,false,jmlemmon,2020-09-19T18:38:56Z,"classical,orchestral","Sony Urban Music/Columbia",0.673,0.538,4,-7.957,1,0.0854,0.0957,0.0000441,0.14,0.454,85.936,4
spotify:track:6PyLw3l6ndolBrTPQp3Ibm,"My Body","Levert.Sweat.Gill","LSG",1997-10-31,247133,60,false,jmlemmon,2020-09-19T18:38:56Z,"quiet storm,new jack swing","EastWest",0.721,0.431,1,-6.633,1,0.045,0.244,0,0.0886,0.318,119.76,4
spotify:track:22HYEJveCvykVDHDiEEmjZ,"Tubthumping","Tubthumper","Chumbawamba",1997-09-01,278778,73,false,jmlemmon,2020-09-19T18:38:56Z,"","EMI",0.348,0.88,2,-7.366,1,0.0978,0.128,0,0.357,0.606,101.185,4
spotify:track:0MFMIewN7O6wo1YTvmq50W,"Déjà Vu (Uptown Baby)","Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas","Lord Tariq;Peter Gunz",2013-06-21,284800,0,true,jmlemmon,2020-09-19T18:38:56Z,"","Sony Music Entertainment",0.861,0.622,1,-7.493,1,0.379,0.0816,0,0.123,0.664,96.911,4
spotify:track:5YTMRAT4yKgFrepF8Hi3mY,"I Want You Back - Radio Edit","'N Sync","*NSYNC",1997-05-26,202106,52,false,jmlemmon,2020-09-19T18:38:56Z,"","RCA Records Label",0.758,0.93,8,-3.22,0,0.0425,0.0503,0.000226,0.325,0.853,112.042,4
spotify:track:0LVOVRUo33lCAHNCMLY46w,"When The Lights Go Out - US Remix","Five","Five",1998-07-14,247800,37,false,jmlemmon,2020-09-19T18:38:56Z,"","Arista",0.844,0.808,2,-5.335,0,0.0311,0.0114,0.000001,0.11,0.922,104,4
spotify:track:0b5w1gamS9f239Sms9guAB,"They Don't Know","COOL RELAX","Jon B.",1997-04-21,274666,0,false,jmlemmon,2020-09-19T18:38:56Z,"r&b,quiet storm","Yab Yum Records/550 Music",0.699,0.388,6,-10.722,1,0.0531,0.588,0.00000198,0.0658,0.566,125.858,4
spotify:track:28JpsyZlA4ochxwxMMJGWt,"Make 'Em Say Uhh - Edit","Best Of Master P","Master P;Fiend;Silkk The Shocker;Mia X;Mystikal",2005-01-01,302506,25,false,jmlemmon,2020-09-19T18:38:56Z,"southern hip hop,gangster rap,old school hip hop,new orleans bounce,crunk","Priority Records",0.711,0.729,6,-5.432,0,0.49,0.00513,0,0.0615,0.488,169.845,4
spotify:track:74nsOZqzZzyvFVvBy12I7Y,"Make It Hot (feat. Missy Elliott & Mocha)","Make It Hot","Nicole;Missy Elliott;mocha",1998-08-14,267093,51,false,jmlemmon,2020-09-19T18:38:56Z,"hip hop","EastWest",0.76,0.458,7,-8.834,1,0.19,0.376,0.000229,0.143,0.581,84.08,4
spotify:track:7ziHnshbknkpFLDW5yGBjO,"Never Ever","All Saints","All Saints",1997,387573,65,false,jmlemmon,2020-09-19T18:38:56Z,"","London Records",0.738,0.541,1,-5.485,1,0.0311,0.559,0,0.0492,0.309,134.187,4
spotify:track:5xLDmkobOw674TLTBBmnuN,"I Get Lonely","The Velvet Rope","Janet Jackson",1997-10-07,317560,0,false,jmlemmon,2020-09-19T18:38:56Z,"new jack swing","Virgin Records",0.799,0.514,7,-6.794,0,0.0478,0.291,0,0.518,0.455,125.104,4
spotify:track:7hfRrdFJgFKK3cJ4rmkecE,"Feel so Good","Harlem World","Mase",1997,203626,66,true,jmlemmon,2020-09-19T18:38:56Z,"old school hip hop","Bad Boy Records",0.821,0.703,11,-8.464,0,0.24,0.192,0,0.0816,0.536,105.154,4
spotify:track:5919i3Sp9U2IE5m7hhlgSw,"Say It","Voices Of Theory","Voices of Theory",1998,269466,47,false,jmlemmon,2020-09-19T18:38:56Z,"quiet storm","H.O.L.A.",0.381,0.415,0,-10.298,1,0.0691,0.675,0,0.0795,0.257,61.908,3
spotify:track:0cCbK9QWZXDLc8a6hTI7Eb,"Kiss The Rain","Growing, Pains","Billie Myers",1997-01-01,270160,0,false,jmlemmon,2020-09-19T18:38:56Z,"","Universal Music Group",0.455,0.682,9,-6.996,1,0.041,0.00142,0.0000496,0.162,0.283,177.997,4
spotify:local:Puff+Daddy+ft.+Jimmy+Page:US+Billboard+Top100+of+1998:Come+with+me:273,"Come with me","US Billboard Top100 of 1998","Puff Daddy ft. Jimmy Page",,273000,0,false,jmlemmon,2020-09-19T18:38:56Z,"","undefined",,,,,,,,,,,,
spotify:local:Sylk-E.+Fyne+ft.+Chill:US+Billboard+Top100+of+1998:Romeo+and+Juliet:278,"Romeo and Juliet","US Billboard Top100 of 1998","Sylk-E. Fyne ft. Chill",,278000,0,false,jmlemmon,2020-09-19T18:38:56Z,"","undefined",,,,,,,,,,,,
spotify:track:6amx1R2nMcwwqCKfXkYpIs,"It's All About Me","Mya","Mýa",1998-01-01,264933,0,false,jmlemmon,2020-09-19T18:38:56Z,"","Interscope",0.812,0.501,2,-6.838,1,0.084,0.209,0,0.174,0.521,137.039,4
spotify:track:4dZcpH5Yuh3sBvFf53lsuj,"I Will Come To You","Middle Of Nowhere","Hanson",1997-01-01,251293,0,false,jmlemmon,2020-09-19T18:38:56Z,"","Universal Music Group",0.437,0.723,1,-7.013,1,0.0471,0.0884,0.0000391,0.113,0.344,139.765,4
spotify:track:1C0pmryC2MdXfa7MZ9uIrU,"One Week","Stunt","Barenaked Ladies",1998-07-07,169760,1,false,jmlemmon,2020-09-19T18:38:56Z,"","Reprise",0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,4
spotify:track:35KcXRWo7BTYdJiyMOy2Zu,"Swing My Way - Remix","Can't Hardly Wait","K.P. & Envyi",1998-05-26,248626,39,false,jmlemmon,2020-09-19T18:38:56Z,"miami bass,uk funky","Elektra Records",0.769,0.636,5,-7.168,1,0.0443,0.119,0.0000059,0.0448,0.836,136.709,4
spotify:track:3ry3inPnEynB5sfaN9EHBG,"The Arms of the One Who Loves You","Traces Of My Lipstick","Xscape",1998-05-01,260426,36,false,jmlemmon,2020-09-19T18:38:56Z,"r&b,quiet storm","So So Def/Columbia",0.657,0.456,0,-8.917,1,0.0345,0.311,0,0.0922,0.182,115.4,4
spotify:track:0ALJZXgutuN6F680E8lQPs,"Daydreamin'","Kiss The Sky","Tatyana Ali;Lord Tariq;Peter Gunz",1998-10-23,300133,43,false,jmlemmon,2020-09-19T18:38:56Z,"","MJJ/Epic",0.882,0.57,1,-7.565,1,0.0832,0.0886,0.00000654,0.0932,0.815,96.785,4
spotify:track:49ycqtJEpls38Nh75FAuMP,"I Do","Firecracker","Lisa Loeb",1997-01-01,223266,38,false,jmlemmon,2020-09-19T18:38:56Z,"singer-songwriter","Geffen",0.727,0.735,10,-6.658,1,0.0293,0.358,0.0000904,0.0803,0.725,110.188,4
spotify:track:2dieHErJLwG7fOzD8WAtFO,"Lookin' at Me (feat. Puff Daddy)","Harlem World","Mase;Diddy",1997,255160,48,true,jmlemmon,2020-09-19T18:38:56Z,"old school hip hop,hip hop,east coast hip hop","Bad Boy Records",0.743,0.516,11,-8.27,0,0.397,0.028,0.0000189,0.273,0.614,188.247,4
spotify:track:5es9FeUsKa8P8bB5iuN2co,"Looking Through Your Eyes - from the motion picture Quest For Camelot","Sittin' On Top Of The World","LeAnn Rimes",1998-05-05,245466,41,false,jmlemmon,2020-09-19T18:38:56Z,"","Curb Records",0.487,0.271,10,-11.566,1,0.0283,0.618,0,0.16,0.194,80.126,4
spotify:track:2zeEUwgCU95YF8NRol03kJ,"Quit Playing Games (With My Heart)","Backstreet Boys","Backstreet Boys",1996-05-06,232666,0,false,jmlemmon,2020-09-19T18:38:56Z,"","Jive",0.8,0.825,11,-6.552,0,0.034,0.0559,0.00000218,0.141,0.903,100.035,4
spotify:track:6zZJkvtu3N9GhbSQdVzsKT,"I Still Love You","Rated Next","Next",1997-09-30,254200,36,true,jmlemmon,2020-09-19T18:38:56Z,"r&b","Arista",0.578,0.447,9,-10.49,0,0.0682,0.506,0,0.308,0.783,170.775,4
spotify:track:2N5CvukjQqiWxjzZLMqqBN,"Time After Time","Ready for the World","INOJ",1999,255673,0,false,jmlemmon,2020-09-19T18:38:56Z,"miami bass","INOJ",0.776,0.563,0,-8.84,1,0.0324,0.223,0.00611,0.0681,0.395,131.728,4
spotify:track:6VWFrHAnLDyNUEJbJvpkZA,"Are You Jimmy Ray?","Jimmy Ray","Jimmy Ray",1998-03-10,201200,40,false,jmlemmon,2020-09-19T18:38:56Z,"","Epic",0.75,0.914,10,-5.707,0,0.0704,0.13,0.0000233,0.392,0.673,99.083,4
spotify:track:4AxVXHgv0clBuS4dl4S7Gw,"Cruel Summer","Cruel Summer","Ace of Base",1998-07-14,215360,46,false,jmlemmon,2020-09-19T18:38:56Z,"eurodance,europop","Playground Music",0.721,0.842,1,-1.97,0,0.0279,0.013,0.00187,0.076,0.882,109.966,4
spotify:track:3qEEoMccf3U90pM47dbQtX,"I Got The Hook-Up!","Best Of Master P","Master P;Sons Of Funk",2005-01-01,256013,35,true,jmlemmon,2020-09-19T18:38:56Z,"southern hip hop,gangster rap,old school hip hop,new orleans bounce","Priority Records",0.608,0.704,11,-5.655,0,0.258,0.0447,0,0.397,0.818,79.302,4
spotify:track:2B9aYvlGefTIgKLhM6ia8t,"Victory (feat. The Notorious B.I.G. & Busta Rhymes)","No Way Out","Diddy;The Notorious B.I.G.;Busta Rhymes",1997,296266,58,true,jmlemmon,2020-09-19T18:38:56Z,"hip hop,east coast hip hop,old school hip hop,gangster rap","Bad Boy Records",0.609,0.731,9,-6.846,1,0.322,0.397,0,0.664,0.685,91.778,4
spotify:track:1RQnYh2xw2BPpnzQFbO5r5,"Too Much","Spiceworld","Spice Girls",1997-01-01,271933,60,false,jmlemmon,2020-09-19T18:38:56Z,"","Virgin Records",0.431,0.63,2,-4.992,1,0.0428,0.484,0,0.332,0.344,120.089,3
spotify:track:31bf9SEOppLU6lQ85d8om6,"Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa)","Ghetto Supastar","Pras;Ol' Dirty Bastard;Mýa",1998-10-03,261133,69,false,jmlemmon,2020-09-19T18:38:56Z,"old school hip hop,east coast hip hop,hardcore hip hop","Ruffhouse",0.818,0.653,1,-8.396,1,0.204,0.0335,0.00000546,0.22,0.533,99.931,4
spotify:track:10c1gHZouadrWmWx3Tb6li,"How Deep Is Your Love - From The Rush Hour Soundtrack","Rush Hour (Original Motion Picture Soundtrack)","Dru Hill;Redman",1998-01-01,250626,0,true,jmlemmon,2020-09-19T18:38:56Z,"quiet storm,r&b,east coast hip hop,old school hip hop,hip hop,hardcore hip hop","Universal Music Group",0.568,0.501,10,-9.572,0,0.123,0.021,0,0.325,0.767,93.944,4
