track_id,artists,album_name,track_name,duration_ms,explicit
2018-01-001,Ed Sheeran,÷ (Deluxe),Perfect,263000,false
2018-01-002,Post Malone Featuring 21 Savage,beerbongs & bentleys,Rockstar,219000,true
2018-01-003,Camila Cabello Featuring Young Thug,Camila,Havana,216000,false
2018-01-004,G-Eazy Featuring A$AP Rocky & Cardi B,The Beautiful & Damned,No Limit,245000,true
2018-01-005,Imagine Dragons,Evolve,Thunder,187000,false
2018-01-006,Lil Pump,Gucci Gang,Gucci Gang,124000,true
2018-01-007,"Migos, Nicki Minaj & Cardi B",Culture II,MotorSport,308000,true
2018-01-008,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,201000,false
2018-01-009,Halsey,hopeless fountain kingdom (Deluxe Plus),Bad At Love,181000,false
2018-01-010,Cardi B,Girls Like You,Bodak Yellow (Money Moves),236000,true
2018-01-011,Kendrick Lamar Featuring Zacari,DAMN.,Love.,213000,false
2018-01-012,Dua Lipa,Dua Lipa (Deluxe),New Rules,209000,false
2018-01-013,Mariah Carey,Merry Christmas,All I Want For Christmas Is You,239000,false
2018-01-014,Cardi B Featuring 21 Savage,Bartier Cardi (feat. 21 Savage),Bartier Cardi,224000,true
2018-01-015,6ix9ine,Day69: Graduation Day,Gummo,157000,true
2018-01-016,Post Malone,Stoney (Deluxe),I Fall Apart,226000,true
2018-01-017,NF,Perception,Let You Down,212000,false
2018-01-018,Khalid,American Teen,Young Dumb & Broke,202000,false
2018-01-019,Ed Sheeran,Shape of You,Shape Of You,233000,false
2018-01-020,Demi Lovato,Tell Me You Love Me,Sorry Not Sorry,203000,true
2018-01-021,Maroon 5 Featuring SZA,Red Pill Blues (Deluxe),What Lovers Do,199000,false
2018-01-022,Gucci Mane Featuring Migos,I Get the Bag (feat. Migos),I Get The Bag,233000,true
2018-01-023,Portugal. The Man,Woodstock,Feel It Still,163000,false
2018-01-024,G-Eazy & Halsey,The Beautiful & Damned,Him & I,268000,true
2018-01-025,Imagine Dragons,Evolve,Believer,202000,false
2018-01-026,Bebe Rexha & Florida Georgia Line,All Your Fault: Pt. 2,Meant To Be,163000,false
2018-01-027,Charlie Puth,How Long,How Long,198000,false
2018-01-028,21 Savage,Issa Album,Bank Account,220000,true
2018-01-029,Selena Gomez X Marshmello,Wolves,Wolves,198000,false
2018-01-030,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,VIDA,Despacito,228000,false
2018-01-031,A$AP Ferg Featuring Nicki Minaj,Still Striving,Plain Jane,173000,true
2018-01-032,J Balvin & Willy William Featuring Beyonce,Mi Gente,Mi Gente,189000,false
2018-01-033,SZA,The Weekend (Funk Wav Remix),The Weekend,171000,false
2018-01-034,Logic Featuring Alessia Cara & Khalid,Everybody,1-800-273-8255,250000,true
2018-01-035,Lil Uzi Vert Featuring Nicki Minaj,Luv Is Rage 2,The Way Life Goes,221000,true
2018-01-036,Brenda Lee,Christmas Cookies,Rockin' Around The Christmas Tree,126000,false
