track_id,artists,album_name,track_name,duration_ms,explicit
2017-01-001,The Weeknd Featuring Daft Punk,Starboy,Starboy,230000,true
2017-01-002,Rae Sremmurd Featuring Gucci Mane,SremmLife 2 (Deluxe),Black Beatles,292000,true
2017-01-003,The Chainsmokers Featuring Halsey,Closer,Closer,249000,false
2017-01-004,Bruno Mars,24K Magic,24K Magic,225000,false
2017-01-005,Zay Hilfigerrr & Zayion McCall,Juju on That Beat (TZ Anthem),Juju On That Beat (TZ Anthem),144000,false
2017-01-006,Ariana Grande Featuring Nicki Minaj,Dangerous Woman,Side To Side,226000,true
2017-01-007,DJ Snake Featuring Justin Bieber,Encore,Let Me Love You,205000,false
2017-01-008,Maroon 5 Featuring Kendrick Lamar,Red Pill Blues (Deluxe),Don't Wanna Know,214000,false
2017-01-009,Machine Gun Kelly x Camila Cabello,Acoustic & Guitar Session Vol.7 Covers,Bad Things,243000,false
2017-01-010,Drake,More Life,Fake Love,211000,true
2017-01-011,Amine,Caroline,Caroline,209000,true
2017-01-012,twenty one pilots,Heathens,Heathens,195000,false
2017-01-013,Migos Featuring Lil Uzi Vert,Culture,Bad And Boujee,343000,true
2017-01-014,Alessia Cara,Know-It-All (Deluxe),Scars To Your Beautiful,230000,false
2017-01-015,D.R.A.M. Featuring Lil Yachty,Broccoli (feat. Lil Yachty),Broccoli,225000,true
2017-01-016,Mariah Carey,Merry Christmas,All I Want For Christmas Is You,239000,false
2017-01-017,Hailee Steinfeld & Grey Featuring Zedd,Starving,Starving,181000,false
2017-01-018,Zayn / Taylor Swift,reputation Stadium Tour Surprise Song Playlist,I Don't Wanna Live Forever (Fifty Shades Darker),245000,false
2017-01-019,Young M.A,OOOUUU,OOOUUU,234000,true
2017-01-020,Rihanna,ANTI (Deluxe),Love On The Brain,224000,true
2017-01-021,Big Sean,I Decided.,Bounce Back,222000,true
2017-01-022,Sia Featuring Kendrick Lamar,This Is Acting (Deluxe Version),The Greatest,210000,false
2017-01-023,Pentatonix,Hallelujah,Hallelujah,268000,false
2017-01-024,Jon Bellion,All Time Low,All Time Low,217000,true
2017-01-025,The Weeknd Featuring Daft Punk,Starboy,I Feel It Coming,269000,false
2017-01-026,Shawn Mendes,Illuminate,Treat You Better,189000,false
2017-01-027,Brenda Lee,Christmas Cookies,Rockin' Around The Christmas Tree,126000,false
2017-01-028,Shawn Mendes,Illuminate,Mercy,208000,false
2017-01-029,Bobby Helms,Jingle Bells,Jingle Bell Rock,130000,false
2017-01-030,Martin Garrix & Bebe Rexha,In the Name of Love,In The Name Of Love,195000,false
2017-01-031,gnash Featuring Olivia O'Brien,us,I Hate U I Love U,251000,true
2017-01-032,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Can't Stop The Feeling!,236000,false
2017-01-033,Keith Urban,Ripcord,Blue Ain't Your Color,230000,false
2017-01-034,The Chainsmokers Featuring Daya,Don't Let Me Down,Don't Let Me Down,208000,false
2017-01-035,J. Cole,4 Your Eyez Only,Deja Vu,264000,true
2017-01-036,Sia Featuring Sean Paul,Cheap Thrills (feat. Sean Paul),Cheap Thrills,224000,false
2017-01-037,Niall Horan,This Town,This Town,233000,false
2017-01-038,Major Lazer Featuring Justin Bieber & MO,Major Lazer Essentials,Cold Water,185000,false
2017-01-039,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill,177000,true
2017-01-040,John Legend,Love Me Now,Love Me Now,210000,false
2017-01-041,Gucci Mane Featuring Drake,The Return of East Atlanta Santa,Both,190000,true
2017-01-042,X Ambassadors,VHS,Unsteady,192000,false
