track_id,artists,album_name,track_name,duration_ms,explicit
2016-01-001,Adele,25,Hello,295000,false
2016-01-002,Justin Bieber,Purpose (Deluxe),Sorry,201000,false
2016-01-003,Drake,Views,Hotline Bling,267000,false
2016-01-004,Justin Bieber,Purpose (Deluxe),Love Yourself,234000,false
2016-01-005,Justin Bieber,Purpose (Deluxe),What Do You Mean?,205000,false
2016-01-006,Selena Gomez,Revival (Deluxe),Same Old Love,228000,false
2016-01-007,The Weeknd,Beauty Behind The Madness,The Hills,242000,true
2016-01-008,Alessia Cara,Know-It-All (Deluxe),Here,200000,false
2016-01-009,Shawn Mendes,Handwritten (Revisited),Stitches,207000,false
2016-01-010,Meghan Trainor Featuring John Legend,Title (Expanded Edition),Like I'm Gonna Lose You,225000,false
2016-01-011,Fetty Wap Featuring Remy Boyz,Fetty Wap,679,187000,true
2016-01-012,The Weeknd,Beauty Behind The Madness,In The Night,236000,true
2016-01-013,Drake & Future,What A Time To Be Alive,Jumpman,205000,true
2016-01-014,Ellie Goulding,Delirium (Deluxe),On My Mind,215000,false
2016-01-015,The Weeknd,Beauty Behind The Madness,Can't Feel My Face,215000,false
2016-01-016,Travis Scott,Rodeo,Antidote,262000,true
2016-01-017,Elle King,Ex's & Oh's,Ex's & Oh's,124000,false
2016-01-018,Mariah Carey,Merry Christmas,All I Want For Christmas Is You,239000,false
2016-01-019,twenty one pilots,Blurryface,Stressed Out,202000,false
2016-01-020,Bryson Tiller,T R A P S O U L,Don't,200000,true
2016-01-021,Thomas Rhett,Tangled Up (Deluxe),Die A Happy Man,228000,false
2016-01-022,Post Malone,Stoney (Deluxe),White Iverson,254000,true
2016-01-023,Taylor Swift,1989 (Deluxe),Wildest Dreams,220000,false
2016-01-024,Jordan Smith,The Birth Of A King: Live In Concert,Mary Did You Know,260000,false
2016-01-025,Major Lazer & DJ Snake Featuring MO,Peace Is The Mission : Extended,Lean On,177000,false
2016-01-026,The Chainsmokers Featuring Rozes,Roses (feat. ROZES),Roses,226000,false
2016-01-027,Silento,Watch Me (Whip / Nae Nae),Watch Me,185000,false
2016-01-028,Tory Lanez,I Told You,Say It,239000,true
2016-01-029,Cam,Untamed,Burning House,232000,false
2016-01-030,Demi Lovato,Confident (Deluxe Edition),Confident,205000,true
2016-01-031,Fetty Wap,Fetty Wap,Trap Queen,222000,true
2016-01-032,One Direction,Made In The A.M. (Deluxe Edition),Perfect,230000,false
2016-01-033,Ariana Grande,Focus,Focus,211000,false
2016-01-034,Sam Hunt,Montevallo,Break Up In A Small Town,231000,false
2016-01-035,Future Featuring Drake,DS2 (Deluxe),Where Ya At,207000,true
2016-01-036,J. Cole,2014 Forest Hills Drive,No Role Modelz,292000,true
2016-01-037,R. City Featuring Adam Levine,Locked Away (feat. Adam Levine),Locked Away,227000,false
2016-01-038,Brenda Lee,Christmas Cookies,Rockin' Around The Christmas Tree,126000,false
2016-01-039,Skrillex & Diplo With Justin Bieber,Skrillex and Diplo present Jack Ü,Where Are U Now,250000,false
2016-01-040,G-Eazy x Bebe Rexha,"me, myself & i","Me, Myself & I",309000,false
2016-01-041,Daya,Hide Away,Hide Away,191000,false
2016-01-042,Wiz Khalifa Featuring Charlie Puth,See You Again (feat. Charlie Puth),See You Again,229000,false
2016-01-043,Selena Gomez Featuring A$AP Rocky,Revival (Deluxe),Good For You,221000,false
2016-01-044,Coldplay,Adventure of a Lifetime,Adventure Of A Lifetime,263000,false
2016-01-045,Fetty Wap,Fetty Wap,Again,312000,true
2016-01-046,Shawn Mendes & Camila Cabello,Handwritten (Revisited),I Know What You Did Last Summer,223000,false
2016-01-047,DNCE,DNCE,Cake By The Ocean,218000,true
2016-01-048,Bryson Tiller,T R A P S O U L,Exchange,194000,true
2016-01-049,OMI,Cheerleader (Felix Jaehn Remix) (Radio Edit),Cheerleader,180000,false
2016-01-050,One Direction,Made In The A.M. (Deluxe Edition),Drag Me Down,192000,false
2016-01-051,Flo Rida,My House,My House,192000,false
