billboard_id,artists,track_name
2021-01-019,Darlene Love,Christmas (Baby Please Come Home)
2021-01-032,Thurl Ravenscroft,"You're A Mean One, Mr. Grinch"
2021-01-063,Maluma & The Weeknd,Hawai
2021-01-096,Kelsea Ballerini,Hole In The Bottle
2021-01-098,DDG,Moonwalking In Calabasas
2021-02-042,Kelsea Ballerini,Hole In The Bottle
2021-02-088,DDG,Moonwalking In Calabasas
2021-02-089,Tenille Arts,Somebody Like That
2021-02-095,VEDO,You Got It
2021-02-097,YBN Nahmir Featuring 21 Savage,Opp Stoppa
2021-02-100,Anuel AA & Ozuna,Antes
2021-03-069,Kelsea Ballerini,Hole In The Bottle
2021-03-077,Tenille Arts,Somebody Like That
2021-03-078,YBN Nahmir Featuring 21 Savage,Opp Stoppa
2021-03-081,VEDO,You Got It
2021-03-082,Myke Towers & Juhn,Bandido
2021-03-083,DDG,Moonwalking In Calabasas
2021-03-087,Morray,Quicksand
2021-03-089,Jazmine Sullivan,Pick Up Your Feelings
2021-03-096,Tiesto,The Business
2021-04-067,Tenille Arts,Somebody Like That
2021-04-075,Tiesto,The Business
2021-04-080,Morray,Quicksand
2021-04-083,Jazmine Sullivan,Pick Up Your Feelings
2021-04-088,VEDO,You Got It
2021-04-098,Myke Towers & Juhn,Bandido
2021-05-050,Tenille Arts,Somebody Like That
2021-05-071,Morray,Quicksand
2021-05-078,Tiesto,The Business
2021-05-088,Jazmine Sullivan,Pick Up Your Feelings
2021-05-095,VEDO,You Got It
2021-06-063,Trippie Redd & Playboi Carti,Miss The Rage
2021-06-077,Morray,Quicksand
2021-06-091,Jazmine Sullivan,Pick Up Your Feelings
2021-07-071,Regard x Troye Sivan x Tate McRae,You
2021-07-079,Morray,Quicksand
2021-07-082,Trippie Redd & Playboi Carti,Miss The Rage
2021-07-084,Jazmine Sullivan,Pick Up Your Feelings
2021-07-095,Cochise & $NOT,Tell Em
2021-07-099,Elvie Shane,My Boy
2021-07-100,MO3 X OG Bobby Billions,Outside
2021-08-057,Smiley Featuring Drake,Over The Top
2021-08-058,Regard x Troye Sivan x Tate McRae,You
2021-08-078,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name
2021-08-081,Farruko,Pepas
2021-08-082,Elvie Shane,My Boy
2021-08-088,"Belly, The Weeknd & Young Thug",Better Believe
2021-08-098,Trippie Redd Featuring Lil Uzi Vert,Holy Smokes
2021-09-026,Farruko,Pepas
2021-09-045,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name
2021-09-049,Trippie Redd Featuring Juice WRLD,Matt Hardy 999
2021-09-055,Aventura x Bad Bunny,Volvi
2021-09-056,Trippie Redd Featuring Lil Durk & Polo G,Rich MF
2021-09-067,Trippie Redd Featuring Drake,Betrayal
2021-09-069,"Skrillex, Justin Bieber & Don Toliver",Don't Go
2021-09-074,Capella Grey,Gyalis
2021-09-078,Trippie Redd Featuring Lil Uzi Vert,Holy Smokes
2021-09-079,Trippie Redd & Playboi Carti,Miss The Rage
2021-09-081,Elvie Shane,My Boy
2021-09-082,Regard x Troye Sivan x Tate McRae,353000
2021-09-086,Trippie Redd Featuring SoFaygo,MP5
2021-09-087,Sueco,Paralyzed
2021-09-092,Trippie Redd Featuring XXXTENTACION,Danny Phantom
2021-09-094,Trippie Redd Featuring Ski Mask The Slump God,Demon Time
2021-10-027,Farruko,Pepas
2021-10-029,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name
2021-10-056,Chloe,Have Mercy
2021-10-064,Capella Grey,Gyalis
2021-10-067,Elvie Shane,My Boy
2021-10-075,Aventura x Bad Bunny,Volvi
2021-11-021,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",Who Want Smoke??
2021-11-030,Farruko,Pepas
2021-11-038,Loza Alexander,Lets Go Brandon
2021-11-048,Capella Grey,Gyalis
2021-11-051,Chloe,Have Mercy
2021-11-054,Elvie Shane,My Boy
2021-11-056,Blxst & Tyga Featuring Ty Dolla $ign,Chosen
2021-11-060,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name
2021-11-073,Aventura x Bad Bunny,Volvi
2021-11-078,RealestK,WFM
2021-11-081,"Tainy, Bad Bunny & Julieta Venegas",Lo Siento BB:/
2021-11-089,Kelsea Ballerini Featuring Kenny Chesney,Half Of My Hometown
2021-11-095,Priscilla Block,Just About Over You
2021-12-047,Farruko,Pepas
2021-12-048,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",Who Want Smoke??
2021-12-057,Chloe,Have Mercy
2021-12-060,Blxst & Tyga Featuring Ty Dolla $ign,Chosen
2021-12-065,Capella Grey,Gyalis
2021-12-081,Amaarae & Moliy Featuring Kali Uchis,Sad Girlz Luv Money
2021-12-092,Kelsea Ballerini Featuring Kenny Chesney,Half Of My Hometown
2021-12-093,Aventura x Bad Bunny,Volvi
